1.X,1.Y,2.X,2.Y,3.X,3.Y,4.X,4.Y,5.X,5.Y,6.X,6.Y,7.X,7.Y,8.X,8.Y,9.X,9.Y,10.X,10.Y,11.X,11.Y,12.X,12.Y,13.X,13.Y,14.X,14.Y,15.X,15.Y,perp,line,col,plate,sex,fly,CS
-0.244788572362037,0.0667040812651015,-0.2426768773458,0.025397946304496,-0.267349606827247,-0.0125304391286321,-0.211194522480555,-0.0526383914687075,-0.203750131353041,-0.0341987208041014,-0.171915746364122,0.0273564159030717,-0.133665529335154,0.090948090435128,-0.067985955016324,0.0210057646347248,-0.071464329149176,-0.00563282110438282,0.0986204360437236,-0.0302831521273646,0.0929894568023597,-0.100769905437689,0.314998008660398,0.152305697628873,0.467975076697297,0.0524644693751319,0.455406300335293,-0.019310831824246,0.184801991694385,-0.180818203651403,KP,Zi192xEf96,c1114,plate1a,f,01,2.93644140653955
-0.24982457741675,0.0656343720874587,-0.242050964794005,0.0238494770234403,-0.264531893536006,-0.0106809316075681,-0.206299598285244,-0.0517355637567514,-0.201467063735615,-0.0328022921665196,-0.173970040360465,0.0281823367959541,-0.136383459285371,0.0879938242598294,-0.0633966759582071,0.0226771867215183,-0.0659289891997896,-0.00502808398360078,0.0924945726217173,-0.0303125810438211,0.0912040615549635,-0.099541180409376,0.309317712089865,0.159584095308887,0.472138856774647,0.0544727847939804,0.455275111472992,-0.0262234222904675,0.183422948057268,-0.186070021732964,KP,Zi192xEf96,c1114,plate1a,f,02,2.91069917269603
-0.246034691341779,0.0668399516948705,-0.238383734538099,0.0247085810962997,-0.265329134539542,-0.00858657090559186,-0.210032969759255,-0.0525910127298285,-0.201982711760538,-0.0330369855418008,-0.172089169291902,0.0265531941217898,-0.130180663517806,0.0906185123960892,-0.0671594775712165,0.0208537872714007,-0.0688584073015062,-0.00778172517669909,0.0962025298914171,-0.0319084579531688,0.0844266598687484,-0.102895252129227,0.308591616832792,0.158596669343565,0.470024115522929,0.0538574175792094,0.462064419665179,-0.0170260956878039,0.178741617840578,-0.188202013379105,KP,Zi192xEf96,c1114,plate1a,f,03,2.8388240203953
-0.244727846833434,0.073255354401314,-0.241233867888863,0.026608039279639,-0.266151195214831,-0.00920177392913953,-0.209244194341256,-0.0594973942708156,-0.19923135674391,-0.0376770999566831,-0.170948659297957,0.0279024036935412,-0.131121437897357,0.0985147433391278,-0.0659532661575525,0.0230593366652091,-0.0706244840774635,-0.00816129266586033,0.101684655799964,-0.0340074099886719,0.0888289096162972,-0.108399780399132,0.306707745912595,0.161572242707293,0.466924736438621,0.0571156467783379,0.456970859201386,-0.0198898499565762,0.178119401483759,-0.191193165697583,KP,Zi192xEf96,c1114,plate1a,f,04,2.80989991338719
-0.24874646701275,0.0642250143615261,-0.239609408956392,0.0227323771521429,-0.265424733697125,-0.010396529696311,-0.212045413282687,-0.0502885357941104,-0.203938607723185,-0.0338261632801636,-0.174677536289034,0.0252485988398713,-0.132447338968219,0.0884865228519555,-0.0613181536806361,0.0177732767476671,-0.0642945255563179,-0.00606408213287642,0.0933136764790546,-0.0304869258019238,0.0871685811793887,-0.0988807632940074,0.316963129017334,0.157625520679098,0.471662367072065,0.0532873390102126,0.458506455022698,-0.0204605878511989,0.174887976395805,-0.178975061791882,KP,Zi192xEf96,c1114,plate1a,f,05,2.81807129176676
-0.250303985939455,0.0715298728695495,-0.241847671074552,0.0258477624733831,-0.268296228959747,-0.00881604585683025,-0.209447138936965,-0.0546466636224964,-0.203512751516759,-0.0332948692391268,-0.172974677678852,0.0278719360769228,-0.130157833491796,0.0942989777099744,-0.0601341995541008,0.0185310294156049,-0.0628648600599845,-0.0076344971338208,0.097103957232972,-0.0353957291372762,0.0895240248369951,-0.109550359032986,0.312750832014937,0.158686722225083,0.464804251730537,0.0581255737490108,0.453885680717364,-0.0179437424425346,0.181470600679407,-0.187609968054457,KP,Zi192xEf96,c1114,plate1a,f,06,2.80019484419448
-0.252949975605494,0.0707030386610852,-0.243845688448344,0.0251237557755194,-0.268936681849619,-0.0112182091879216,-0.21127218698057,-0.0533464350064559,-0.202701742497943,-0.0342345224792202,-0.171868671772018,0.0274348395963191,-0.134124242360583,0.0928009201010343,-0.0540584026060772,0.0221543596118359,-0.0589170984842511,-0.00764936838224878,0.101202876275372,-0.0339158539595273,0.0817356926211656,-0.102636396980085,0.304256351373177,0.16065790062659,0.469504290984039,0.0528726577107532,0.452043031092029,-0.0239585226413544,0.189932448259116,-0.184788163446323,KP,Zi192xEf96,c1114,plate1a,f,07,2.61191970612677
-0.245348035028359,0.0666536605946845,-0.243276209240834,0.0241109134329212,-0.268069847184332,-0.014173271668697,-0.209404929227631,-0.0547486262352725,-0.203077313387583,-0.0347146441132678,-0.170926666321679,0.0259962066528148,-0.134300587080126,0.0937062526625683,-0.062637064792713,0.0215730379869676,-0.0644126432198562,-0.00711778191189031,0.0958983527091732,-0.0293379103126725,0.0853546940702935,-0.0994457080316875,0.319489605492787,0.161712820351308,0.466949455549675,0.0511057425924192,0.454135962000913,-0.0204790193398042,0.179625225660271,-0.184841672660392,KP,Zi192xEf96,c1114,plate1a,f,08,2.98533622127447
-0.245569770227839,0.0659003873140804,-0.238023346688312,0.0221839094846816,-0.265297165429798,-0.0117699428819457,-0.210085484394992,-0.0537234174604249,-0.202157677653633,-0.0355340824743095,-0.172591300329021,0.0240241358854112,-0.133357756108239,0.0909389874087355,-0.0627988064624908,0.0200596522742772,-0.0657393095918333,-0.00496369253421398,0.092198946887123,-0.0291642903842791,0.0769984120225306,-0.0943810473809921,0.310012585629616,0.164023364302268,0.474455194737908,0.0502642851365361,0.460636053395905,-0.0259248152520265,0.181319424213075,-0.181933433437797,KP,Zi192xEf96,c1114,plate1a,f,09,2.76293429003056
-0.247994583871722,0.0660781804099919,-0.240919059140975,0.0228068663886472,-0.266899507615991,-0.0122057418505047,-0.208488519729633,-0.0545212442790805,-0.201251874205807,-0.0354641706802206,-0.170862335336981,0.0269261300996967,-0.134041322136583,0.0931150670010578,-0.0604829278203122,0.0212818529807644,-0.0632875228389061,-0.00538746740256701,0.0962102286584168,-0.0301645355723519,0.0810617101142853,-0.100712416749146,0.315422807865826,0.164628035295355,0.469760708788282,0.052548222527263,0.456030775434852,-0.0212116625324647,0.175741421835249,-0.187717115636441,KP,Zi192xEf96,c1114,plate1a,f,10,2.82770823920951
