"1.X","1.Y","2.X","2.Y","3.X","3.Y","4.X","4.Y","5.X","5.Y","6.X","6.Y","7.X","7.Y","8.X","8.Y","9.X","9.Y","10.X","10.Y","11.X","11.Y","12.X","12.Y","13.X","13.Y","14.X","14.Y","15.X","15.Y","CS","line","population","sex","fly","slide","logCS","logCS_c"
-0.251574901768353,0.0682986048308757,-0.244569328903411,0.0247542701513631,-0.269520040735025,-0.0115455787017409,-0.215193227663093,-0.0519024907822171,-0.203464395963869,-0.0314700543063823,-0.175241720108228,0.0257529935557201,-0.136679682174575,0.0888773349828336,-0.0523610677450855,0.0207887949108624,-0.0550272860362665,-0.00750958950206145,0.105047395598154,-0.0335264502743044,0.096274182871347,-0.103879931731607,0.312427461972698,0.159096706268034,0.46985407507806,0.0528178408047518,0.45323600589546,-0.0233494629963176,0.166792529682186,-0.17720298720981,3.15388394465195,"EF81","HA","F","02","1",1.65712957339551,0.266679894742588
-0.250118039313627,0.0692096399305561,-0.244407804113351,0.0247733050262159,-0.270065679336804,-0.0079922571109313,-0.212325055996488,-0.0521152043098095,-0.203671250311462,-0.0324133388228766,-0.177947767945811,0.026251480166349,-0.136051650892845,0.0899520803205629,-0.0547908582870779,0.0213582674845165,-0.0554112490307757,-0.00988867565804515,0.102392782124897,-0.035786906327281,0.0953609156751952,-0.103416563034986,0.308951488862151,0.15685171010075,0.469209725895033,0.0518575557939669,0.456023830271445,-0.0221264784501106,0.172850612399521,-0.176514615108877,3.06494706316656,"EF81","HA","F","03","1",1.61586215634131,0.225412477688387
-0.249250113404448,0.0667415300903882,-0.244838452812484,0.0280562767128411,-0.266212457502284,-0.0051870759015956,-0.214416953734328,-0.0490950847116794,-0.202232645567824,-0.0312002853723133,-0.172249019976235,0.0251184835589617,-0.139895133503229,0.0893985006268176,-0.0552759792820271,0.020116170393245,-0.058443440655974,-0.00726486688118381,0.105583590691936,-0.0363068747047256,0.0958718456952933,-0.108261520892877,0.302432030779637,0.161380493584798,0.469883198636198,0.0551050661204701,0.456136928691665,-0.0236897286458878,0.172906601944103,-0.184911083977259,3.13721598763405,"EF81","HA","F","04","1",1.64948485769978,0.25903517904686
-0.251739936208189,0.0701883395282122,-0.242304880445242,0.0275795325477322,-0.264258148173858,-0.00594087966116869,-0.213531473843642,-0.0527974630570382,-0.204418574480603,-0.0327035999741919,-0.175904738231301,0.0248446476568055,-0.136604910057113,0.0919904476211241,-0.0586006624877465,0.0206763488524938,-0.0576142836431025,-0.0102687427744029,0.103067886011531,-0.0356573077881661,0.0972133272441521,-0.108056678713355,0.308658153476589,0.157111139952679,0.468363296167955,0.0535273560698309,0.455814237435484,-0.0190035170101032,0.171860707235085,-0.181489623250452,3.00598368474171,"EF81","HA","F","05","1",1.58783717891292,0.197387500260007
-0.253444951362004,0.0656541374519896,-0.24513127203471,0.0253858014106495,-0.272637191831121,-0.00729767785449965,-0.216446151910639,-0.0512200360390754,-0.20371983970874,-0.0300271476778223,-0.174833096773657,0.026821650544052,-0.139575696331392,0.0868560648645292,-0.0506619076161046,0.0221114251431882,-0.0521979842317856,-0.00839970347636663,0.107945736274043,-0.0313903560855783,0.0966561031178006,-0.105835685958765,0.312265326243406,0.158989885418107,0.464397904805424,0.0503877305899236,0.450992331023017,-0.0232676063177144,0.176390690336463,-0.178768482012616,3.07183372167397,"EF81","HA","F","06","1",1.61910012510567,0.228650446452749
-0.251751542886988,0.0666707065828999,-0.243782500985734,0.0228305954783524,-0.269177450980205,-0.00832767512059373,-0.21425031080209,-0.0514209398557418,-0.20356103098091,-0.0325676798351261,-0.173952096065933,0.0269396333853417,-0.139366318470787,0.0906937119656855,-0.0550966516936593,0.0208608488128889,-0.0578458603754001,-0.00738082101872772,0.103906456004084,-0.0335160299879324,0.0970808776626313,-0.105418231653811,0.318451549510056,0.156899037038557,0.465015472844082,0.0523754216160761,0.452776779041703,-0.0213026578836231,0.17155262817915,-0.177335919524246,3.03892932738709,"EF81","HA","F","07","1",1.60356312427984,0.213113445626923
-0.250562450382912,0.0690221855307025,-0.247922047408312,0.0261249005642079,-0.27018330981728,-0.00744552825071843,-0.213064482727356,-0.0509270761941617,-0.20243143590627,-0.0318982098885061,-0.170075067801879,0.0263769029856403,-0.137181100270389,0.0887586998493865,-0.0557405215701928,0.0206009103349938,-0.0582400925051209,-0.00894245143301609,0.111416118279205,-0.0354119943919857,0.0954431000423784,-0.107080528028881,0.305073453827915,0.159770987391315,0.46969188374456,0.0531839112766861,0.455323770874231,-0.0224779865598674,0.168452181621422,-0.179654723185796,3.05880210795446,"EF81","HA","F","08","1",1.61296677341857,0.222517094765655
-0.25128363713156,0.0698939364852584,-0.243083637943676,0.0254332030592218,-0.273377372692375,-0.00707329676855607,-0.211786507971069,-0.0533158228000902,-0.201247443050804,-0.0318628824977523,-0.174097731393113,0.0279224358055092,-0.138914316771024,0.0901641367959559,-0.0519254434225805,0.0218189011168521,-0.0543094000872836,-0.0080236696351944,0.106411503251533,-0.0372674262941599,0.0952943386025808,-0.107651740127402,0.309586990472322,0.158431749874451,0.467635721225644,0.0557596926422335,0.45344076942151,-0.0194541587458011,0.167656167489897,-0.184775058910525,3.05350034207738,"EF81","HA","F","09","1",1.61046400680334,0.220014328150421
-0.250327956800296,0.0702906449261032,-0.244074294943115,0.0285665388834651,-0.269552750230848,-0.00710646838597991,-0.213890504544967,-0.048155052954262,-0.204099674092983,-0.0321297256030596,-0.170836374260624,0.0283187374325941,-0.133009660443583,0.0866200699187114,-0.05451237070001,0.0188952396500061,-0.0593865720055506,-0.00976223689143215,0.102991924570099,-0.0398004353559428,0.0916035708289707,-0.109453491209344,0.306360569278493,0.157111108782335,0.468822566955354,0.0592529177670911,0.457419832555909,-0.0198826072090429,0.17249169383315,-0.182765239751243,3.0330960496496,"EF81","HA","F","10","1",1.6007911847933,0.210341506140377
-0.24872629750528,0.067652315476827,-0.24306198864723,0.0264128621222987,-0.267278385337009,-0.00525597383925945,-0.213998595610799,-0.0522475770447142,-0.2030428642215,-0.0319484057466259,-0.173262672172509,0.0269201976742466,-0.138418724256097,0.0898902327630733,-0.0518478233390007,0.0206521315072935,-0.0558148424183413,-0.00940342076424894,0.101789938258038,-0.0352045466573382,0.0918315684752778,-0.109611296767745,0.30904014426544,0.159243988206086,0.468951766139743,0.0601038930676994,0.457384562458021,-0.0225543645068726,0.166454213911244,-0.18465003549072,3.05119146388642,"EF81","HA","F","11","1",1.60937271263786,0.218923033984942
