wingRegion,Image,tricomeCount
15,KP_EF_R3_14.tif,66
16,KP_EF_R3_14.tif,75
1,KP_EF_R3_13.tif,63
2,KP_EF_R3_13.tif,62
3,KP_EF_R3_13.tif,72
4,KP_EF_R3_13.tif,72
5,KP_EF_R3_13.tif,71
6,KP_EF_R3_13.tif,66
7,KP_EF_R3_13.tif,67
8,KP_EF_R3_13.tif,83
9,KP_EF_R3_13.tif,85
10,KP_EF_R3_13.tif,81
11,KP_EF_R3_13.tif,67
12,KP_EF_R3_13.tif,72
13,KP_EF_R3_13.tif,79
14,KP_EF_R3_13.tif,83
15,KP_EF_R3_13.tif,71
16,KP_EF_R3_13.tif,82
1,KP_EF_R3_12.tif,63
2,KP_EF_R3_12.tif,68
3,KP_EF_R3_12.tif,65
4,KP_EF_R3_12.tif,78
5,KP_EF_R3_12.tif,64
6,KP_EF_R3_12.tif,70
7,KP_EF_R3_12.tif,77
8,KP_EF_R3_12.tif,72
9,KP_EF_R3_12.tif,102
10,KP_EF_R3_12.tif,75
11,KP_EF_R3_12.tif,80
12,KP_EF_R3_12.tif,83
13,KP_EF_R3_12.tif,84
14,KP_EF_R3_12.tif,75
15,KP_EF_R3_12.tif,79
16,KP_EF_R3_12.tif,84
1,KP_EF_R3_11.tif,63
2,KP_EF_R3_11.tif,67
3,KP_EF_R3_11.tif,79
4,KP_EF_R3_11.tif,71
5,KP_EF_R3_11.tif,76
6,KP_EF_R3_11.tif,71
7,KP_EF_R3_11.tif,81
8,KP_EF_R3_11.tif,96
9,KP_EF_R3_11.tif,91
10,KP_EF_R3_11.tif,88
11,KP_EF_R3_11.tif,83
12,KP_EF_R3_11.tif,83
13,KP_EF_R3_11.tif,84
14,KP_EF_R3_11.tif,87
15,KP_EF_R3_11.tif,80
16,KP_EF_R3_11.tif,78
1,KP_EF_R3_19.tif,64
2,KP_EF_R3_19.tif,65
3,KP_EF_R3_19.tif,90
4,KP_EF_R3_19.tif,77
5,KP_EF_R3_19.tif,78
6,KP_EF_R3_19.tif,69
7,KP_EF_R3_19.tif,73
8,KP_EF_R3_19.tif,83
9,KP_EF_R3_19.tif,92
10,KP_EF_R3_19.tif,87
11,KP_EF_R3_19.tif,79
12,KP_EF_R3_19.tif,77
13,KP_EF_R3_19.tif,80
14,KP_EF_R3_19.tif,85
15,KP_EF_R3_19.tif,77
16,KP_EF_R3_19.tif,67
1,KP_EF_R3_17.tif,62
2,KP_EF_R3_17.tif,65
3,KP_EF_R3_17.tif,82
4,KP_EF_R3_17.tif,67
5,KP_EF_R3_17.tif,78
6,KP_EF_R3_17.tif,73
7,KP_EF_R3_17.tif,67
8,KP_EF_R3_17.tif,80
9,KP_EF_R3_17.tif,84
10,KP_EF_R3_17.tif,85
11,KP_EF_R3_17.tif,73
12,KP_EF_R3_17.tif,79
13,KP_EF_R3_17.tif,76
14,KP_EF_R3_17.tif,65
15,KP_EF_R3_17.tif,60
16,KP_EF_R3_17.tif,78
1,KP_EF_R3_16.tif,74
2,KP_EF_R3_16.tif,77
3,KP_EF_R3_16.tif,87
4,KP_EF_R3_16.tif,77
5,KP_EF_R3_16.tif,71
6,KP_EF_R3_16.tif,68
7,KP_EF_R3_16.tif,80
8,KP_EF_R3_16.tif,85
9,KP_EF_R3_16.tif,84
10,KP_EF_R3_16.tif,88
11,KP_EF_R3_16.tif,75
12,KP_EF_R3_16.tif,89
13,KP_EF_R3_16.tif,79
14,KP_EF_R3_16.tif,81
15,KP_EF_R3_16.tif,67
16,KP_EF_R3_16.tif,82
1,KP_ZI_R1_05.tif,66
2,KP_ZI_R1_05.tif,67
3,KP_ZI_R1_05.tif,98
4,KP_ZI_R1_05.tif,74
5,KP_ZI_R1_05.tif,75
6,KP_ZI_R1_05.tif,72
7,KP_ZI_R1_05.tif,80
8,KP_ZI_R1_05.tif,84
9,KP_ZI_R1_05.tif,82
10,KP_ZI_R1_05.tif,97
11,KP_ZI_R1_05.tif,85
12,KP_ZI_R1_05.tif,83
13,KP_ZI_R1_05.tif,77
14,KP_ZI_R1_05.tif,74
15,KP_ZI_R1_05.tif,83
16,KP_ZI_R1_05.tif,85
1,KP_ZI_R1_04.tif,77
2,KP_ZI_R1_04.tif,65
3,KP_ZI_R1_04.tif,89
4,KP_ZI_R1_04.tif,78
5,KP_ZI_R1_04.tif,64
6,KP_ZI_R1_04.tif,75
7,KP_ZI_R1_04.tif,82
8,KP_ZI_R1_04.tif,83
9,KP_ZI_R1_04.tif,107
10,KP_ZI_R1_04.tif,96
11,KP_ZI_R1_04.tif,81
12,KP_ZI_R1_04.tif,74
13,KP_ZI_R1_04.tif,87
14,KP_ZI_R1_04.tif,89
15,KP_ZI_R1_04.tif,79
16,KP_ZI_R1_04.tif,75
1,KP_ZI_R1_03.tif,66
2,KP_ZI_R1_03.tif,61
3,KP_ZI_R1_03.tif,65
4,KP_ZI_R1_03.tif,76
5,KP_ZI_R1_03.tif,71
6,KP_ZI_R1_03.tif,62
7,KP_ZI_R1_03.tif,76
8,KP_ZI_R1_03.tif,85
9,KP_ZI_R1_03.tif,86
10,KP_ZI_R1_03.tif,88
11,KP_ZI_R1_03.tif,64
12,KP_ZI_R1_03.tif,59
13,KP_ZI_R1_03.tif,87
14,KP_ZI_R1_03.tif,82
15,KP_ZI_R1_03.tif,82
16,KP_ZI_R1_03.tif,72
1,KP_ZI_R1_02.tif,68
2,KP_ZI_R1_02.tif,67
3,KP_ZI_R1_02.tif,68
4,KP_ZI_R1_02.tif,65
5,KP_ZI_R1_02.tif,63
6,KP_ZI_R1_02.tif,55
7,KP_ZI_R1_02.tif,71
8,KP_ZI_R1_02.tif,69
9,KP_ZI_R1_02.tif,90
10,KP_ZI_R1_02.tif,77
11,KP_ZI_R1_02.tif,66
12,KP_ZI_R1_02.tif,70
13,KP_ZI_R1_02.tif,68
14,KP_ZI_R1_02.tif,61
15,KP_ZI_R1_02.tif,59
16,KP_ZI_R1_02.tif,70
1,KP_ZI_R1_01.tif,74
2,KP_ZI_R1_01.tif,74
3,KP_ZI_R1_01.tif,74
4,KP_ZI_R1_01.tif,75
5,KP_ZI_R1_01.tif,68
6,KP_ZI_R1_01.tif,63
7,KP_ZI_R1_01.tif,72
8,KP_ZI_R1_01.tif,72
9,KP_ZI_R1_01.tif,96
10,KP_ZI_R1_01.tif,82
11,KP_ZI_R1_01.tif,78
12,KP_ZI_R1_01.tif,90
13,KP_ZI_R1_01.tif,78
14,KP_ZI_R1_01.tif,89
15,KP_ZI_R1_01.tif,75
16,KP_ZI_R1_01.tif,78
1,KP_ZI_R1_10.tif,76
2,KP_ZI_R1_10.tif,69
3,KP_ZI_R1_10.tif,83
4,KP_ZI_R1_10.tif,78
5,KP_ZI_R1_10.tif,76
6,KP_ZI_R1_10.tif,72
7,KP_ZI_R1_10.tif,79
8,KP_ZI_R1_10.tif,91
9,KP_ZI_R1_10.tif,89
10,KP_ZI_R1_10.tif,86
11,KP_ZI_R1_10.tif,73
12,KP_ZI_R1_10.tif,91
13,KP_ZI_R1_10.tif,78
14,KP_ZI_R1_10.tif,78
15,KP_ZI_R1_10.tif,74
16,KP_ZI_R1_10.tif,72
1,KP_ZI_R1_09.tif,66
2,KP_ZI_R1_09.tif,77
3,KP_ZI_R1_09.tif,83
4,KP_ZI_R1_09.tif,80
5,KP_ZI_R1_09.tif,86
6,KP_ZI_R1_09.tif,77
7,KP_ZI_R1_09.tif,78
8,KP_ZI_R1_09.tif,88
9,KP_ZI_R1_09.tif,97
10,KP_ZI_R1_09.tif,90
11,KP_ZI_R1_09.tif,88
12,KP_ZI_R1_09.tif,81
13,KP_ZI_R1_09.tif,80
14,KP_ZI_R1_09.tif,70
15,KP_ZI_R1_09.tif,71
16,KP_ZI_R1_09.tif,77
1,KP_ZI_R1_08.tif,71
2,KP_ZI_R1_08.tif,77
3,KP_ZI_R1_08.tif,104
4,KP_ZI_R1_08.tif,86
5,KP_ZI_R1_08.tif,88
6,KP_ZI_R1_08.tif,80
7,KP_ZI_R1_08.tif,94
8,KP_ZI_R1_08.tif,89
9,KP_ZI_R1_08.tif,118
10,KP_ZI_R1_08.tif,89
11,KP_ZI_R1_08.tif,87
12,KP_ZI_R1_08.tif,98
13,KP_ZI_R1_08.tif,84
14,KP_ZI_R1_08.tif,105
15,KP_ZI_R1_08.tif,82
16,KP_ZI_R1_08.tif,102
1,KP_ZI_R1_06.tif,82
2,KP_ZI_R1_06.tif,68
3,KP_ZI_R1_06.tif,87
4,KP_ZI_R1_06.tif,79
5,KP_ZI_R1_06.tif,76
6,KP_ZI_R1_06.tif,73
7,KP_ZI_R1_06.tif,88
8,KP_ZI_R1_06.tif,97
9,KP_ZI_R1_06.tif,101
10,KP_ZI_R1_06.tif,94
11,KP_ZI_R1_06.tif,88
12,KP_ZI_R1_06.tif,84
13,KP_ZI_R1_06.tif,79
14,KP_ZI_R1_06.tif,98
15,KP_ZI_R1_06.tif,88
16,KP_ZI_R1_06.tif,86
1,KP_ZI_R1_15.tif,70
2,KP_ZI_R1_15.tif,72
3,KP_ZI_R1_15.tif,90
4,KP_ZI_R1_15.tif,66
5,KP_ZI_R1_15.tif,77
6,KP_ZI_R1_15.tif,77
7,KP_ZI_R1_15.tif,74
8,KP_ZI_R1_15.tif,78
9,KP_ZI_R1_15.tif,84
10,KP_ZI_R1_15.tif,85
11,KP_ZI_R1_15.tif,75
12,KP_ZI_R1_15.tif,80
13,KP_ZI_R1_15.tif,83
14,KP_ZI_R1_15.tif,81
15,KP_ZI_R1_15.tif,62
16,KP_ZI_R1_15.tif,77
1,KP_ZI_R1_14.tif,71
2,KP_ZI_R1_14.tif,77
3,KP_ZI_R1_14.tif,104
4,KP_ZI_R1_14.tif,77
5,KP_ZI_R1_14.tif,79
6,KP_ZI_R1_14.tif,74
7,KP_ZI_R1_14.tif,82
8,KP_ZI_R1_14.tif,98
9,KP_ZI_R1_14.tif,95
10,KP_ZI_R1_14.tif,104
11,KP_ZI_R1_14.tif,95
12,KP_ZI_R1_14.tif,90
13,KP_ZI_R1_14.tif,86
14,KP_ZI_R1_14.tif,87
15,KP_ZI_R1_14.tif,97
16,KP_ZI_R1_14.tif,79
1,KP_ZI_R1_13.tif,69
2,KP_ZI_R1_13.tif,71
3,KP_ZI_R1_13.tif,95
4,KP_ZI_R1_13.tif,69
5,KP_ZI_R1_13.tif,75
6,KP_ZI_R1_13.tif,65
7,KP_ZI_R1_13.tif,81
8,KP_ZI_R1_13.tif,78
9,KP_ZI_R1_13.tif,100
10,KP_ZI_R1_13.tif,86
11,KP_ZI_R1_13.tif,74
12,KP_ZI_R1_13.tif,85
13,KP_ZI_R1_13.tif,87
14,KP_ZI_R1_13.tif,79
15,KP_ZI_R1_13.tif,77
16,KP_ZI_R1_13.tif,72
1,KP_ZI_R1_12.tif,89
2,KP_ZI_R1_12.tif,92
3,KP_ZI_R1_12.tif,105
4,KP_ZI_R1_12.tif,91
5,KP_ZI_R1_12.tif,100
6,KP_ZI_R1_12.tif,88
7,KP_ZI_R1_12.tif,89
8,KP_ZI_R1_12.tif,113
9,KP_ZI_R1_12.tif,113
10,KP_ZI_R1_12.tif,111
11,KP_ZI_R1_12.tif,83
12,KP_ZI_R1_12.tif,112
13,KP_ZI_R1_12.tif,105
14,KP_ZI_R1_12.tif,102
15,KP_ZI_R1_12.tif,92
16,KP_ZI_R1_12.tif,110
1,KP_ZI_R1_11.tif,58
2,KP_ZI_R1_11.tif,64
3,KP_ZI_R1_11.tif,82
4,KP_ZI_R1_11.tif,70
5,KP_ZI_R1_11.tif,70
6,KP_ZI_R1_11.tif,76
7,KP_ZI_R1_11.tif,81
8,KP_ZI_R1_11.tif,90
9,KP_ZI_R1_11.tif,91
10,KP_ZI_R1_11.tif,85
11,KP_ZI_R1_11.tif,87
12,KP_ZI_R1_11.tif,88
13,KP_ZI_R1_11.tif,73
14,KP_ZI_R1_11.tif,86
15,KP_ZI_R1_11.tif,66
16,KP_ZI_R1_11.tif,72
1,KP_ZI_R1_20.tif,67
2,KP_ZI_R1_20.tif,69
3,KP_ZI_R1_20.tif,86
4,KP_ZI_R1_20.tif,71
5,KP_ZI_R1_20.tif,71
6,KP_ZI_R1_20.tif,74
7,KP_ZI_R1_20.tif,81
8,KP_ZI_R1_20.tif,80
9,KP_ZI_R1_20.tif,89
10,KP_ZI_R1_20.tif,79
11,KP_ZI_R1_20.tif,71
12,KP_ZI_R1_20.tif,73
13,KP_ZI_R1_20.tif,82
14,KP_ZI_R1_20.tif,71
15,KP_ZI_R1_20.tif,69
16,KP_ZI_R1_20.tif,69
1,KP_ZI_R1_19.tif,65
2,KP_ZI_R1_19.tif,69
3,KP_ZI_R1_19.tif,93
4,KP_ZI_R1_19.tif,77
5,KP_ZI_R1_19.tif,71
6,KP_ZI_R1_19.tif,85
7,KP_ZI_R1_19.tif,84
8,KP_ZI_R1_19.tif,83
9,KP_ZI_R1_19.tif,97
10,KP_ZI_R1_19.tif,75
11,KP_ZI_R1_19.tif,82
12,KP_ZI_R1_19.tif,72
13,KP_ZI_R1_19.tif,85
14,KP_ZI_R1_19.tif,80
15,KP_ZI_R1_19.tif,66
16,KP_ZI_R1_19.tif,70
1,KP_ZI_R1_18.tif,73
2,KP_ZI_R1_18.tif,67
3,KP_ZI_R1_18.tif,91
4,KP_ZI_R1_18.tif,82
5,KP_ZI_R1_18.tif,78
6,KP_ZI_R1_18.tif,66
7,KP_ZI_R1_18.tif,82
8,KP_ZI_R1_18.tif,90
9,KP_ZI_R1_18.tif,92
10,KP_ZI_R1_18.tif,101
11,KP_ZI_R1_18.tif,81
12,KP_ZI_R1_18.tif,82
13,KP_ZI_R1_18.tif,86
14,KP_ZI_R1_18.tif,82
15,KP_ZI_R1_18.tif,75
16,KP_ZI_R1_18.tif,82
1,KP_ZI_R1_17.tif,69
2,KP_ZI_R1_17.tif,65
3,KP_ZI_R1_17.tif,86
4,KP_ZI_R1_17.tif,83
5,KP_ZI_R1_17.tif,62
6,KP_ZI_R1_17.tif,66
7,KP_ZI_R1_17.tif,75
8,KP_ZI_R1_17.tif,75
9,KP_ZI_R1_17.tif,89
10,KP_ZI_R1_17.tif,82
11,KP_ZI_R1_17.tif,75
12,KP_ZI_R1_17.tif,73
13,KP_ZI_R1_17.tif,78
14,KP_ZI_R1_17.tif,83
15,KP_ZI_R1_17.tif,67
16,KP_ZI_R1_17.tif,72
1,KP_ZI_R1_16.tif,68
2,KP_ZI_R1_16.tif,66
3,KP_ZI_R1_16.tif,89
4,KP_ZI_R1_16.tif,74
5,KP_ZI_R1_16.tif,76
6,KP_ZI_R1_16.tif,72
7,KP_ZI_R1_16.tif,77
8,KP_ZI_R1_16.tif,76
9,KP_ZI_R1_16.tif,80
10,KP_ZI_R1_16.tif,78
11,KP_ZI_R1_16.tif,81
12,KP_ZI_R1_16.tif,77
13,KP_ZI_R1_16.tif,82
14,KP_ZI_R1_16.tif,81
15,KP_ZI_R1_16.tif,64
16,KP_ZI_R1_16.tif,77
1,KP_ZI_R2_05.tif,70
2,KP_ZI_R2_05.tif,70
3,KP_ZI_R2_05.tif,81
4,KP_ZI_R2_05.tif,67
5,KP_ZI_R2_05.tif,69
6,KP_ZI_R2_05.tif,70
7,KP_ZI_R2_05.tif,77
8,KP_ZI_R2_05.tif,97
9,KP_ZI_R2_05.tif,82
10,KP_ZI_R2_05.tif,84
11,KP_ZI_R2_05.tif,81
12,KP_ZI_R2_05.tif,74
13,KP_ZI_R2_05.tif,90
14,KP_ZI_R2_05.tif,70
15,KP_ZI_R2_05.tif,70
16,KP_ZI_R2_05.tif,71
1,KP_ZI_R2_04.tif,69
2,KP_ZI_R2_04.tif,70
3,KP_ZI_R2_04.tif,73
4,KP_ZI_R2_04.tif,67
5,KP_ZI_R2_04.tif,70
6,KP_ZI_R2_04.tif,69
7,KP_ZI_R2_04.tif,70
8,KP_ZI_R2_04.tif,88
9,KP_ZI_R2_04.tif,92
10,KP_ZI_R2_04.tif,82
11,KP_ZI_R2_04.tif,71
12,KP_ZI_R2_04.tif,62
13,KP_ZI_R2_04.tif,80
14,KP_ZI_R2_04.tif,68
15,KP_ZI_R2_04.tif,65
16,KP_ZI_R2_04.tif,78
1,KP_ZI_R2_03.tif,70
2,KP_ZI_R2_03.tif,73
3,KP_ZI_R2_03.tif,84
4,KP_ZI_R2_03.tif,75
5,KP_ZI_R2_03.tif,72
6,KP_ZI_R2_03.tif,67
7,KP_ZI_R2_03.tif,78
8,KP_ZI_R2_03.tif,89
9,KP_ZI_R2_03.tif,93
10,KP_ZI_R2_03.tif,82
11,KP_ZI_R2_03.tif,76
12,KP_ZI_R2_03.tif,70
13,KP_ZI_R2_03.tif,78
14,KP_ZI_R2_03.tif,94
15,KP_ZI_R2_03.tif,65
16,KP_ZI_R2_03.tif,86
1,KP_ZI_R2_02.tif,62
2,KP_ZI_R2_02.tif,76
3,KP_ZI_R2_02.tif,79
4,KP_ZI_R2_02.tif,81
5,KP_ZI_R2_02.tif,80
6,KP_ZI_R2_02.tif,78
7,KP_ZI_R2_02.tif,80
8,KP_ZI_R2_02.tif,80
9,KP_ZI_R2_02.tif,85
10,KP_ZI_R2_02.tif,78
11,KP_ZI_R2_02.tif,82
12,KP_ZI_R2_02.tif,79
13,KP_ZI_R2_02.tif,80
14,KP_ZI_R2_02.tif,77
15,KP_ZI_R2_02.tif,73
16,KP_ZI_R2_02.tif,81
1,KP_ZI_R2_01.tif,75
2,KP_ZI_R2_01.tif,76
3,KP_ZI_R2_01.tif,87
4,KP_ZI_R2_01.tif,65
5,KP_ZI_R2_01.tif,83
6,KP_ZI_R2_01.tif,82
7,KP_ZI_R2_01.tif,80
8,KP_ZI_R2_01.tif,94
9,KP_ZI_R2_01.tif,92
10,KP_ZI_R2_01.tif,79
11,KP_ZI_R2_01.tif,71
12,KP_ZI_R2_01.tif,84
13,KP_ZI_R2_01.tif,79
14,KP_ZI_R2_01.tif,81
15,KP_ZI_R2_01.tif,67
16,KP_ZI_R2_01.tif,78
1,KP_ZI_R2_10.tif,66
2,KP_ZI_R2_10.tif,73
3,KP_ZI_R2_10.tif,94
4,KP_ZI_R2_10.tif,76
5,KP_ZI_R2_10.tif,75
6,KP_ZI_R2_10.tif,79
7,KP_ZI_R2_10.tif,89
8,KP_ZI_R2_10.tif,88
9,KP_ZI_R2_10.tif,89
10,KP_ZI_R2_10.tif,77
11,KP_ZI_R2_10.tif,71
12,KP_ZI_R2_10.tif,75
13,KP_ZI_R2_10.tif,87
14,KP_ZI_R2_10.tif,91
15,KP_ZI_R2_10.tif,77
16,KP_ZI_R2_10.tif,80
1,KP_ZI_R2_09.tif,60
2,KP_ZI_R2_09.tif,70
3,KP_ZI_R2_09.tif,90
4,KP_ZI_R2_09.tif,80
5,KP_ZI_R2_09.tif,79
6,KP_ZI_R2_09.tif,77
7,KP_ZI_R2_09.tif,76
8,KP_ZI_R2_09.tif,91
9,KP_ZI_R2_09.tif,89
10,KP_ZI_R2_09.tif,99
11,KP_ZI_R2_09.tif,75
12,KP_ZI_R2_09.tif,76
13,KP_ZI_R2_09.tif,80
14,KP_ZI_R2_09.tif,87
15,KP_ZI_R2_09.tif,64
16,KP_ZI_R2_09.tif,76
1,KP_ZI_R2_08.tif,50
2,KP_ZI_R2_08.tif,61
3,KP_ZI_R2_08.tif,92
4,KP_ZI_R2_08.tif,85
5,KP_ZI_R2_08.tif,74
6,KP_ZI_R2_08.tif,72
7,KP_ZI_R2_08.tif,79
8,KP_ZI_R2_08.tif,90
9,KP_ZI_R2_08.tif,88
10,KP_ZI_R2_08.tif,92
11,KP_ZI_R2_08.tif,81
12,KP_ZI_R2_08.tif,71
13,KP_ZI_R2_08.tif,86
14,KP_ZI_R2_08.tif,86
15,KP_ZI_R2_08.tif,80
16,KP_ZI_R2_08.tif,83
1,KP_ZI_R2_07.tif,69
2,KP_ZI_R2_07.tif,78
3,KP_ZI_R2_07.tif,95
4,KP_ZI_R2_07.tif,83
5,KP_ZI_R2_07.tif,75
6,KP_ZI_R2_07.tif,79
7,KP_ZI_R2_07.tif,91
8,KP_ZI_R2_07.tif,85
9,KP_ZI_R2_07.tif,102
10,KP_ZI_R2_07.tif,105
11,KP_ZI_R2_07.tif,95
12,KP_ZI_R2_07.tif,80
13,KP_ZI_R2_07.tif,102
14,KP_ZI_R2_07.tif,87
15,KP_ZI_R2_07.tif,86
16,KP_ZI_R2_07.tif,89
1,KP_ZI_R2_06.tif,68
2,KP_ZI_R2_06.tif,72
3,KP_ZI_R2_06.tif,86
4,KP_ZI_R2_06.tif,74
5,KP_ZI_R2_06.tif,73
6,KP_ZI_R2_06.tif,73
7,KP_ZI_R2_06.tif,75
8,KP_ZI_R2_06.tif,88
9,KP_ZI_R2_06.tif,98
10,KP_ZI_R2_06.tif,77
11,KP_ZI_R2_06.tif,70
12,KP_ZI_R2_06.tif,80
13,KP_ZI_R2_06.tif,73
14,KP_ZI_R2_06.tif,84
15,KP_ZI_R2_06.tif,58
16,KP_ZI_R2_06.tif,77
1,KP_ZI_R2_15.tif,61
2,KP_ZI_R2_15.tif,76
3,KP_ZI_R2_15.tif,98
4,KP_ZI_R2_15.tif,83
5,KP_ZI_R2_15.tif,71
6,KP_ZI_R2_15.tif,75
7,KP_ZI_R2_15.tif,89
8,KP_ZI_R2_15.tif,86
9,KP_ZI_R2_15.tif,99
10,KP_ZI_R2_15.tif,88
11,KP_ZI_R2_15.tif,82
12,KP_ZI_R2_15.tif,83
13,KP_ZI_R2_15.tif,83
14,KP_ZI_R2_15.tif,85
15,KP_ZI_R2_15.tif,78
16,KP_ZI_R2_15.tif,78
1,KP_ZI_R2_13.tif,74
2,KP_ZI_R2_13.tif,64
3,KP_ZI_R2_13.tif,80
4,KP_ZI_R2_13.tif,76
5,KP_ZI_R2_13.tif,77
6,KP_ZI_R2_13.tif,70
7,KP_ZI_R2_13.tif,80
8,KP_ZI_R2_13.tif,89
9,KP_ZI_R2_13.tif,87
10,KP_ZI_R2_13.tif,84
11,KP_ZI_R2_13.tif,82
12,KP_ZI_R2_13.tif,82
13,KP_ZI_R2_13.tif,79
14,KP_ZI_R2_13.tif,80
15,KP_ZI_R2_13.tif,67
16,KP_ZI_R2_13.tif,77
1,KP_ZI_R2_12.tif,64
2,KP_ZI_R2_12.tif,64
3,KP_ZI_R2_12.tif,90
4,KP_ZI_R2_12.tif,76
5,KP_ZI_R2_12.tif,68
6,KP_ZI_R2_12.tif,80
7,KP_ZI_R2_12.tif,83
8,KP_ZI_R2_12.tif,78
9,KP_ZI_R2_12.tif,90
10,KP_ZI_R2_12.tif,91
11,KP_ZI_R2_12.tif,73
12,KP_ZI_R2_12.tif,71
13,KP_ZI_R2_12.tif,87
14,KP_ZI_R2_12.tif,89
15,KP_ZI_R2_12.tif,67
16,KP_ZI_R2_12.tif,81
1,KP_ZI_R2_11.tif,69
2,KP_ZI_R2_11.tif,79
3,KP_ZI_R2_11.tif,95
4,KP_ZI_R2_11.tif,90
5,KP_ZI_R2_11.tif,87
6,KP_ZI_R2_11.tif,87
7,KP_ZI_R2_11.tif,85
8,KP_ZI_R2_11.tif,104
9,KP_ZI_R2_11.tif,104
10,KP_ZI_R2_11.tif,98
11,KP_ZI_R2_11.tif,97
12,KP_ZI_R2_11.tif,84
13,KP_ZI_R2_11.tif,93
14,KP_ZI_R2_11.tif,79
15,KP_ZI_R2_11.tif,68
16,KP_ZI_R2_11.tif,100
1,KP_ZI_R2_17.tif,70
2,KP_ZI_R2_17.tif,73
3,KP_ZI_R2_17.tif,72
4,KP_ZI_R2_17.tif,82
5,KP_ZI_R2_17.tif,75
6,KP_ZI_R2_17.tif,73
7,KP_ZI_R2_17.tif,90
8,KP_ZI_R2_17.tif,86
9,KP_ZI_R2_17.tif,82
10,KP_ZI_R2_17.tif,76
11,KP_ZI_R2_17.tif,74
12,KP_ZI_R2_17.tif,68
13,KP_ZI_R2_17.tif,81
14,KP_ZI_R2_17.tif,79
15,KP_ZI_R2_17.tif,65
16,KP_ZI_R2_17.tif,80
1,KP_ZI_R2_16.tif,67
2,KP_ZI_R2_16.tif,60
3,KP_ZI_R2_16.tif,98
4,KP_ZI_R2_16.tif,93
5,KP_ZI_R2_16.tif,100
6,KP_ZI_R2_16.tif,140
7,KP_ZI_R2_16.tif,125
8,KP_ZI_R2_16.tif,128
9,KP_ZI_R2_16.tif,119
10,KP_ZI_R2_16.tif,118
11,KP_ZI_R2_16.tif,136
12,KP_ZI_R2_16.tif,116
13,KP_ZI_R2_16.tif,124
14,KP_ZI_R2_16.tif,106
15,KP_ZI_R2_16.tif,130
16,KP_ZI_R2_16.tif,124
1,KP_ZI_R3_05.tif,67
2,KP_ZI_R3_05.tif,75
3,KP_ZI_R3_05.tif,89
4,KP_ZI_R3_05.tif,86
5,KP_ZI_R3_05.tif,71
6,KP_ZI_R3_05.tif,74
7,KP_ZI_R3_05.tif,81
8,KP_ZI_R3_05.tif,93
9,KP_ZI_R3_05.tif,93
10,KP_ZI_R3_05.tif,89
11,KP_ZI_R3_05.tif,68
12,KP_ZI_R3_05.tif,62
13,KP_ZI_R3_05.tif,89
14,KP_ZI_R3_05.tif,71
15,KP_ZI_R3_05.tif,83
16,KP_ZI_R3_05.tif,80
1,KP_ZI_R3_04.tif,76
2,KP_ZI_R3_04.tif,71
3,KP_ZI_R3_04.tif,85
4,KP_ZI_R3_04.tif,63
5,KP_ZI_R3_04.tif,71
6,KP_ZI_R3_04.tif,63
7,KP_ZI_R3_04.tif,71
8,KP_ZI_R3_04.tif,75
9,KP_ZI_R3_04.tif,89
10,KP_ZI_R3_04.tif,86
11,KP_ZI_R3_04.tif,72
12,KP_ZI_R3_04.tif,73
13,KP_ZI_R3_04.tif,75
14,KP_ZI_R3_04.tif,76
15,KP_ZI_R3_04.tif,64
16,KP_ZI_R3_04.tif,71
1,KP_ZI_R3_03.tif,69
2,KP_ZI_R3_03.tif,69
3,KP_ZI_R3_03.tif,88
4,KP_ZI_R3_03.tif,71
5,KP_ZI_R3_03.tif,73
6,KP_ZI_R3_03.tif,69
7,KP_ZI_R3_03.tif,73
8,KP_ZI_R3_03.tif,85
9,KP_ZI_R3_03.tif,98
10,KP_ZI_R3_03.tif,91
11,KP_ZI_R3_03.tif,84
12,KP_ZI_R3_03.tif,73
13,KP_ZI_R3_03.tif,78
14,KP_ZI_R3_03.tif,73
15,KP_ZI_R3_03.tif,79
16,KP_ZI_R3_03.tif,79
1,KP_ZI_R3_02.tif,80
2,KP_ZI_R3_02.tif,83
3,KP_ZI_R3_02.tif,89
4,KP_ZI_R3_02.tif,71
5,KP_ZI_R3_02.tif,81
6,KP_ZI_R3_02.tif,72
7,KP_ZI_R3_02.tif,81
8,KP_ZI_R3_02.tif,96
9,KP_ZI_R3_02.tif,102
10,KP_ZI_R3_02.tif,89
11,KP_ZI_R3_02.tif,75
12,KP_ZI_R3_02.tif,91
13,KP_ZI_R3_02.tif,83
14,KP_ZI_R3_02.tif,93
15,KP_ZI_R3_02.tif,77
16,KP_ZI_R3_02.tif,86
1,KP_ZI_R3_01.tif,70
2,KP_ZI_R3_01.tif,63
3,KP_ZI_R3_01.tif,85
4,KP_ZI_R3_01.tif,70
5,KP_ZI_R3_01.tif,68
6,KP_ZI_R3_01.tif,61
7,KP_ZI_R3_01.tif,81
8,KP_ZI_R3_01.tif,88
9,KP_ZI_R3_01.tif,88
10,KP_ZI_R3_01.tif,82
11,KP_ZI_R3_01.tif,69
12,KP_ZI_R3_01.tif,69
13,KP_ZI_R3_01.tif,73
14,KP_ZI_R3_01.tif,79
15,KP_ZI_R3_01.tif,69
16,KP_ZI_R3_01.tif,72
1,KP_ZI_R3_10.tif,69
2,KP_ZI_R3_10.tif,70
3,KP_ZI_R3_10.tif,96
