Area,ID,TricomeCount
10,KP_EF81_3_M_04.tif,80
11,KP_EF81_3_M_04.tif,56
12,KP_EF81_3_M_04.tif,69
13,KP_EF81_3_M_04.tif,70
14,KP_EF81_3_M_04.tif,67
15,KP_EF81_3_M_04.tif,71
16,KP_EF81_3_M_04.tif,77
1,KP_EF81_3_M_03.tif,58
2,KP_EF81_3_M_03.tif,64
3,KP_EF81_3_M_03.tif,63
4,KP_EF81_3_M_03.tif,65
5,KP_EF81_3_M_03.tif,57
6,KP_EF81_3_M_03.tif,56
7,KP_EF81_3_M_03.tif,67
8,KP_EF81_3_M_03.tif,66
9,KP_EF81_3_M_03.tif,84
10,KP_EF81_3_M_03.tif,69
11,KP_EF81_3_M_03.tif,72
12,KP_EF81_3_M_03.tif,66
13,KP_EF81_3_M_03.tif,65
14,KP_EF81_3_M_03.tif,79
15,KP_EF81_3_M_03.tif,74
16,KP_EF81_3_M_03.tif,73
1,KP_EF81_3_M_02.tif,55
2,KP_EF81_3_M_02.tif,75
3,KP_EF81_3_M_02.tif,72
4,KP_EF81_3_M_02.tif,65
5,KP_EF81_3_M_02.tif,69
6,KP_EF81_3_M_02.tif,70
7,KP_EF81_3_M_02.tif,80
8,KP_EF81_3_M_02.tif,67
9,KP_EF81_3_M_02.tif,87
10,KP_EF81_3_M_02.tif,80
11,KP_EF81_3_M_02.tif,62
12,KP_EF81_3_M_02.tif,62
13,KP_EF81_3_M_02.tif,64
14,KP_EF81_3_M_02.tif,81
15,KP_EF81_3_M_02.tif,62
16,KP_EF81_3_M_02.tif,79
1,KP_EF81_3_M_01.tif,63
2,KP_EF81_3_M_01.tif,68
3,KP_EF81_3_M_01.tif,84
4,KP_EF81_3_M_01.tif,73
5,KP_EF81_3_M_01.tif,79
6,KP_EF81_3_M_01.tif,66
7,KP_EF81_3_M_01.tif,72
8,KP_EF81_3_M_01.tif,65
9,KP_EF81_3_M_01.tif,85
10,KP_EF81_3_M_01.tif,83
11,KP_EF81_3_M_01.tif,64
12,KP_EF81_3_M_01.tif,73
13,KP_EF81_3_M_01.tif,73
14,KP_EF81_3_M_01.tif,76
15,KP_EF81_3_M_01.tif,63
16,KP_EF81_3_M_01.tif,0
1,KP_EF81_2_M_20.tif,59
2,KP_EF81_2_M_20.tif,70
3,KP_EF81_2_M_20.tif,85
4,KP_EF81_2_M_20.tif,70
5,KP_EF81_2_M_20.tif,81
6,KP_EF81_2_M_20.tif,74
7,KP_EF81_2_M_20.tif,83
8,KP_EF81_2_M_20.tif,93
9,KP_EF81_2_M_20.tif,87
10,KP_EF81_2_M_20.tif,82
11,KP_EF81_2_M_20.tif,84
12,KP_EF81_2_M_20.tif,68
13,KP_EF81_2_M_20.tif,87
14,KP_EF81_2_M_20.tif,82
15,KP_EF81_2_M_20.tif,69
16,KP_EF81_2_M_20.tif,75
1,KP_EF81_2_M_17.tif,64
2,KP_EF81_2_M_17.tif,66
3,KP_EF81_2_M_17.tif,72
4,KP_EF81_2_M_17.tif,59
5,KP_EF81_2_M_17.tif,75
6,KP_EF81_2_M_17.tif,59
7,KP_EF81_2_M_17.tif,65
8,KP_EF81_2_M_17.tif,86
9,KP_EF81_2_M_17.tif,86
10,KP_EF81_2_M_17.tif,76
11,KP_EF81_2_M_17.tif,73
12,KP_EF81_2_M_17.tif,68
13,KP_EF81_2_M_17.tif,74
14,KP_EF81_2_M_17.tif,73
15,KP_EF81_2_M_17.tif,52
16,KP_EF81_2_M_17.tif,76
1,KP_EF81_2_M_18.tif,62
2,KP_EF81_2_M_18.tif,71
3,KP_EF81_2_M_18.tif,72
4,KP_EF81_2_M_18.tif,66
5,KP_EF81_2_M_18.tif,80
6,KP_EF81_2_M_18.tif,64
7,KP_EF81_2_M_18.tif,79
8,KP_EF81_2_M_18.tif,0
9,KP_EF81_2_M_18.tif,95
10,KP_EF81_2_M_18.tif,88
11,KP_EF81_2_M_18.tif,75
12,KP_EF81_2_M_18.tif,83
13,KP_EF81_2_M_18.tif,91
14,KP_EF81_2_M_18.tif,0
15,KP_EF81_2_M_18.tif,66
16,KP_EF81_2_M_18.tif,0
1,KP_EF81_2_M_19.tif,66
2,KP_EF81_2_M_19.tif,71
3,KP_EF81_2_M_19.tif,78
4,KP_EF81_2_M_19.tif,78
5,KP_EF81_2_M_19.tif,82
6,KP_EF81_2_M_19.tif,65
7,KP_EF81_2_M_19.tif,77
8,KP_EF81_2_M_19.tif,82
9,KP_EF81_2_M_19.tif,100
10,KP_EF81_2_M_19.tif,89
11,KP_EF81_2_M_19.tif,97
12,KP_EF81_2_M_19.tif,91
13,KP_EF81_2_M_19.tif,0
14,KP_EF81_2_M_19.tif,78
15,KP_EF81_2_M_19.tif,0
16,KP_EF81_2_M_19.tif,0
1,KP_EF81_2_M_16.tif,101
2,KP_EF81_2_M_16.tif,99
3,KP_EF81_2_M_16.tif,84
4,KP_EF81_2_M_16.tif,88
5,KP_EF81_2_M_16.tif,82
6,KP_EF81_2_M_16.tif,77
7,KP_EF81_2_M_16.tif,81
8,KP_EF81_2_M_16.tif,88
9,KP_EF81_2_M_16.tif,87
10,KP_EF81_2_M_16.tif,79
11,KP_EF81_2_M_16.tif,75
12,KP_EF81_2_M_16.tif,81
13,KP_EF81_2_M_16.tif,77
14,KP_EF81_2_M_16.tif,82
15,KP_EF81_2_M_16.tif,0
16,KP_EF81_2_M_16.tif,0
1,KP_EF81_3_M_10.tif,66
2,KP_EF81_3_M_10.tif,67
3,KP_EF81_3_M_10.tif,68
4,KP_EF81_3_M_10.tif,76
5,KP_EF81_3_M_10.tif,72
6,KP_EF81_3_M_10.tif,55
7,KP_EF81_3_M_10.tif,77
8,KP_EF81_3_M_10.tif,75
9,KP_EF81_3_M_10.tif,82
10,KP_EF81_3_M_10.tif,67
11,KP_EF81_3_M_10.tif,72
12,KP_EF81_3_M_10.tif,73
13,KP_EF81_3_M_10.tif,64
14,KP_EF81_3_M_10.tif,78
15,KP_EF81_3_M_10.tif,67
16,KP_EF81_3_M_10.tif,78
1,KP_EF81_3_M_09.tif,69
2,KP_EF81_3_M_09.tif,56
3,KP_EF81_3_M_09.tif,61
4,KP_EF81_3_M_09.tif,50
5,KP_EF81_3_M_09.tif,65
6,KP_EF81_3_M_09.tif,53
7,KP_EF81_3_M_09.tif,62
8,KP_EF81_3_M_09.tif,63
9,KP_EF81_3_M_09.tif,88
10,KP_EF81_3_M_09.tif,82
11,KP_EF81_3_M_09.tif,68
12,KP_EF81_3_M_09.tif,71
13,KP_EF81_3_M_09.tif,70
14,KP_EF81_3_M_09.tif,82
15,KP_EF81_3_M_09.tif,58
16,KP_EF81_3_M_09.tif,64
1,KP_EF81_3_M_08.tif,73
2,KP_EF81_3_M_08.tif,64
3,KP_EF81_3_M_08.tif,68
4,KP_EF81_3_M_08.tif,68
5,KP_EF81_3_M_08.tif,58
6,KP_EF81_3_M_08.tif,55
7,KP_EF81_3_M_08.tif,67
8,KP_EF81_3_M_08.tif,69
9,KP_EF81_3_M_08.tif,80
10,KP_EF81_3_M_08.tif,72
11,KP_EF81_3_M_08.tif,70
12,KP_EF81_3_M_08.tif,72
13,KP_EF81_3_M_08.tif,72
14,KP_EF81_3_M_08.tif,82
15,KP_EF81_3_M_08.tif,52
16,KP_EF81_3_M_08.tif,79
1,KP_EF81_3_M_07.tif,65
2,KP_EF81_3_M_07.tif,69
3,KP_EF81_3_M_07.tif,62
4,KP_EF81_3_M_07.tif,66
5,KP_EF81_3_M_07.tif,66
6,KP_EF81_3_M_07.tif,56
7,KP_EF81_3_M_07.tif,57
8,KP_EF81_3_M_07.tif,73
9,KP_EF81_3_M_07.tif,80
10,KP_EF81_3_M_07.tif,81
11,KP_EF81_3_M_07.tif,65
12,KP_EF81_3_M_07.tif,81
13,KP_EF81_3_M_07.tif,72
14,KP_EF81_3_M_07.tif,65
15,KP_EF81_3_M_07.tif,70
16,KP_EF81_3_M_07.tif,74
1,KP_EF81_3_M_06.tif,67
2,KP_EF81_3_M_06.tif,71
3,KP_EF81_3_M_06.tif,67
4,KP_EF81_3_M_06.tif,57
5,KP_EF81_3_M_06.tif,67
6,KP_EF81_3_M_06.tif,61
7,KP_EF81_3_M_06.tif,70
8,KP_EF81_3_M_06.tif,69
9,KP_EF81_3_M_06.tif,84
10,KP_EF81_3_M_06.tif,74
11,KP_EF81_3_M_06.tif,65
12,KP_EF81_3_M_06.tif,81
13,KP_EF81_3_M_06.tif,75
14,KP_EF81_3_M_06.tif,73
15,KP_EF81_3_M_06.tif,74
16,KP_EF81_3_M_06.tif,63
1,KP_EF81_3_M_19.tif,66
2,KP_EF81_3_M_19.tif,63
3,KP_EF81_3_M_19.tif,84
4,KP_EF81_3_M_19.tif,72
5,KP_EF81_3_M_19.tif,80
6,KP_EF81_3_M_19.tif,65
7,KP_EF81_3_M_19.tif,77
8,KP_EF81_3_M_19.tif,91
9,KP_EF81_3_M_19.tif,94
10,KP_EF81_3_M_19.tif,86
11,KP_EF81_3_M_19.tif,83
12,KP_EF81_3_M_19.tif,79
13,KP_EF81_3_M_19.tif,94
14,KP_EF81_3_M_19.tif,69
15,KP_EF81_3_M_19.tif,62
16,KP_EF81_3_M_19.tif,69
1,KP_EF81_3_M_18.tif,76
2,KP_EF81_3_M_18.tif,68
3,KP_EF81_3_M_18.tif,83
4,KP_EF81_3_M_18.tif,59
5,KP_EF81_3_M_18.tif,78
6,KP_EF81_3_M_18.tif,60
7,KP_EF81_3_M_18.tif,75
8,KP_EF81_3_M_18.tif,91
9,KP_EF81_3_M_18.tif,88
10,KP_EF81_3_M_18.tif,72
11,KP_EF81_3_M_18.tif,61
12,KP_EF81_3_M_18.tif,64
13,KP_EF81_3_M_18.tif,84
14,KP_EF81_3_M_18.tif,78
15,KP_EF81_3_M_18.tif,70
16,KP_EF81_3_M_18.tif,83
1,KP_EF81_3_M_17.tif,63
2,KP_EF81_3_M_17.tif,61
3,KP_EF81_3_M_17.tif,81
4,KP_EF81_3_M_17.tif,68
5,KP_EF81_3_M_17.tif,79
6,KP_EF81_3_M_17.tif,62
7,KP_EF81_3_M_17.tif,80
8,KP_EF81_3_M_17.tif,90
9,KP_EF81_3_M_17.tif,87
10,KP_EF81_3_M_17.tif,85
11,KP_EF81_3_M_17.tif,76
12,KP_EF81_3_M_17.tif,83
13,KP_EF81_3_M_17.tif,80
14,KP_EF81_3_M_17.tif,69
15,KP_EF81_3_M_17.tif,78
16,KP_EF81_3_M_17.tif,80
1,KP_EF81_3_M_16.tif,64
2,KP_EF81_3_M_16.tif,72
3,KP_EF81_3_M_16.tif,75
4,KP_EF81_3_M_16.tif,68
5,KP_EF81_3_M_16.tif,85
6,KP_EF81_3_M_16.tif,73
7,KP_EF81_3_M_16.tif,74
8,KP_EF81_3_M_16.tif,84
9,KP_EF81_3_M_16.tif,82
10,KP_EF81_3_M_16.tif,93
11,KP_EF81_3_M_16.tif,78
12,KP_EF81_3_M_16.tif,79
13,KP_EF81_3_M_16.tif,93
14,KP_EF81_3_M_16.tif,75
15,KP_EF81_3_M_16.tif,66
16,KP_EF81_3_M_16.tif,75
1,KP_EF81_3_M_14.tif,57
2,KP_EF81_3_M_14.tif,63
3,KP_EF81_3_M_14.tif,61
4,KP_EF81_3_M_14.tif,65
5,KP_EF81_3_M_14.tif,75
6,KP_EF81_3_M_14.tif,60
7,KP_EF81_3_M_14.tif,74
8,KP_EF81_3_M_14.tif,77
9,KP_EF81_3_M_14.tif,91
10,KP_EF81_3_M_14.tif,79
11,KP_EF81_3_M_14.tif,65
12,KP_EF81_3_M_14.tif,85
13,KP_EF81_3_M_14.tif,83
14,KP_EF81_3_M_14.tif,0
15,KP_EF81_3_M_14.tif,0
16,KP_EF81_3_M_14.tif,0
1,KP_EF81_3_M_13.tif,58
2,KP_EF81_3_M_13.tif,57
3,KP_EF81_3_M_13.tif,82
4,KP_EF81_3_M_13.tif,64
5,KP_EF81_3_M_13.tif,75
6,KP_EF81_3_M_13.tif,70
7,KP_EF81_3_M_13.tif,75
8,KP_EF81_3_M_13.tif,87
9,KP_EF81_3_M_13.tif,90
10,KP_EF81_3_M_13.tif,77
11,KP_EF81_3_M_13.tif,0
12,KP_EF81_3_M_13.tif,73
13,KP_EF81_3_M_13.tif,83
14,KP_EF81_3_M_13.tif,64
15,KP_EF81_3_M_13.tif,50
16,KP_EF81_3_M_13.tif,77
1,KP_EF81_3_M_12.tif,65
2,KP_EF81_3_M_12.tif,68
3,KP_EF81_3_M_12.tif,72
4,KP_EF81_3_M_12.tif,66
5,KP_EF81_3_M_12.tif,82
6,KP_EF81_3_M_12.tif,70
7,KP_EF81_3_M_12.tif,73
8,KP_EF81_3_M_12.tif,92
9,KP_EF81_3_M_12.tif,97
10,KP_EF81_3_M_12.tif,82
11,KP_EF81_3_M_12.tif,85
12,KP_EF81_3_M_12.tif,83
13,KP_EF81_3_M_12.tif,96
14,KP_EF81_3_M_12.tif,99
15,KP_EF81_3_M_12.tif,71
16,KP_EF81_3_M_12.tif,74
1,KP_EF81_3_M_11.tif,61
2,KP_EF81_3_M_11.tif,70
3,KP_EF81_3_M_11.tif,71
4,KP_EF81_3_M_11.tif,65
5,KP_EF81_3_M_11.tif,89
6,KP_EF81_3_M_11.tif,56
7,KP_EF81_3_M_11.tif,70
8,KP_EF81_3_M_11.tif,81
9,KP_EF81_3_M_11.tif,85
10,KP_EF81_3_M_11.tif,79
11,KP_EF81_3_M_11.tif,60
12,KP_EF81_3_M_11.tif,73
13,KP_EF81_3_M_11.tif,75
14,KP_EF81_3_M_11.tif,76
15,KP_EF81_3_M_11.tif,62
16,KP_EF81_3_M_11.tif,61
1,KP_ZI192_2_F_05.tif,56
2,KP_ZI192_2_F_05.tif,67
3,KP_ZI192_2_F_05.tif,72
4,KP_ZI192_2_F_05.tif,61
5,KP_ZI192_2_F_05.tif,72
6,KP_ZI192_2_F_05.tif,76
7,KP_ZI192_2_F_05.tif,58
8,KP_ZI192_2_F_05.tif,71
9,KP_ZI192_2_F_05.tif,76
10,KP_ZI192_2_F_05.tif,71
11,KP_ZI192_2_F_05.tif,73
12,KP_ZI192_2_F_05.tif,57
13,KP_ZI192_2_F_05.tif,76
14,KP_ZI192_2_F_05.tif,74
15,KP_ZI192_2_F_05.tif,66
16,KP_ZI192_2_F_05.tif,74
1,KP_ZI192_1_F_04.tif,60
2,KP_ZI192_1_F_04.tif,63
3,KP_ZI192_1_F_04.tif,70
4,KP_ZI192_1_F_04.tif,61
5,KP_ZI192_1_F_04.tif,58
6,KP_ZI192_1_F_04.tif,53
7,KP_ZI192_1_F_04.tif,58
8,KP_ZI192_1_F_04.tif,64
9,KP_ZI192_1_F_04.tif,70
10,KP_ZI192_1_F_04.tif,67
11,KP_ZI192_1_F_04.tif,60
12,KP_ZI192_1_F_04.tif,65
13,KP_ZI192_1_F_04.tif,80
14,KP_ZI192_1_F_04.tif,66
15,KP_ZI192_1_F_04.tif,70
16,KP_ZI192_1_F_04.tif,64
1,KP_ZI192_1_F_03.tif,66
2,KP_ZI192_1_F_03.tif,63
3,KP_ZI192_1_F_03.tif,64
4,KP_ZI192_1_F_03.tif,60
5,KP_ZI192_1_F_03.tif,59
6,KP_ZI192_1_F_03.tif,61
7,KP_ZI192_1_F_03.tif,67
8,KP_ZI192_1_F_03.tif,66
9,KP_ZI192_1_F_03.tif,77
10,KP_ZI192_1_F_03.tif,77
11,KP_ZI192_1_F_03.tif,67
12,KP_ZI192_1_F_03.tif,48
13,KP_ZI192_1_F_03.tif,68
14,KP_ZI192_1_F_03.tif,67
15,KP_ZI192_1_F_03.tif,58
16,KP_ZI192_1_F_03.tif,64
1,KP_ZI192_1_F_01.tif,55
2,KP_ZI192_1_F_01.tif,44
3,KP_ZI192_1_F_01.tif,58
4,KP_ZI192_1_F_01.tif,46
5,KP_ZI192_1_F_01.tif,48
6,KP_ZI192_1_F_01.tif,47
7,KP_ZI192_1_F_01.tif,54
8,KP_ZI192_1_F_01.tif,51
9,KP_ZI192_1_F_01.tif,57
10,KP_ZI192_1_F_01.tif,56
11,KP_ZI192_1_F_01.tif,55
12,KP_ZI192_1_F_01.tif,47
13,KP_ZI192_1_F_01.tif,49
14,KP_ZI192_1_F_01.tif,52
15,KP_ZI192_1_F_01.tif,46
16,KP_ZI192_1_F_01.tif,46
1,KP_ZI192_1_F_13.tif,70
2,KP_ZI192_1_F_13.tif,67
3,KP_ZI192_1_F_13.tif,62
4,KP_ZI192_1_F_13.tif,63
5,KP_ZI192_1_F_13.tif,54
6,KP_ZI192_1_F_13.tif,55
7,KP_ZI192_1_F_13.tif,61
8,KP_ZI192_1_F_13.tif,65
9,KP_ZI192_1_F_13.tif,70
10,KP_ZI192_1_F_13.tif,64
11,KP_ZI192_1_F_13.tif,54
12,KP_ZI192_1_F_13.tif,68
13,KP_ZI192_1_F_13.tif,76
14,KP_ZI192_1_F_13.tif,72
15,KP_ZI192_1_F_13.tif,61
16,KP_ZI192_1_F_13.tif,69
1,KP_ZI192_1_F_11.tif,52
2,KP_ZI192_1_F_11.tif,71
3,KP_ZI192_1_F_11.tif,70
4,KP_ZI192_1_F_11.tif,71
5,KP_ZI192_1_F_11.tif,68
6,KP_ZI192_1_F_11.tif,64
7,KP_ZI192_1_F_11.tif,62
8,KP_ZI192_1_F_11.tif,81
9,KP_ZI192_1_F_11.tif,80
10,KP_ZI192_1_F_11.tif,74
11,KP_ZI192_1_F_11.tif,66
12,KP_ZI192_1_F_11.tif,73
13,KP_ZI192_1_F_11.tif,76
14,KP_ZI192_1_F_11.tif,61
15,KP_ZI192_1_F_11.tif,64
16,KP_ZI192_1_F_11.tif,75
1,KP_ZI192_1_F_10.tif,62
2,KP_ZI192_1_F_10.tif,62
3,KP_ZI192_1_F_10.tif,75
4,KP_ZI192_1_F_10.tif,63
5,KP_ZI192_1_F_10.tif,69
6,KP_ZI192_1_F_10.tif,53
7,KP_ZI192_1_F_10.tif,66
8,KP_ZI192_1_F_10.tif,79
9,KP_ZI192_1_F_10.tif,70
10,KP_ZI192_1_F_10.tif,74
11,KP_ZI192_1_F_10.tif,62
12,KP_ZI192_1_F_10.tif,60
13,KP_ZI192_1_F_10.tif,74
14,KP_ZI192_1_F_10.tif,65
15,KP_ZI192_1_F_10.tif,71
16,KP_ZI192_1_F_10.tif,53
1,KP_ZI192_1_F_08.tif,66
2,KP_ZI192_1_F_08.tif,51
3,KP_ZI192_1_F_08.tif,68
4,KP_ZI192_1_F_08.tif,62
5,KP_ZI192_1_F_08.tif,59
6,KP_ZI192_1_F_08.tif,57
7,KP_ZI192_1_F_08.tif,64
8,KP_ZI192_1_F_08.tif,58
9,KP_ZI192_1_F_08.tif,69
10,KP_ZI192_1_F_08.tif,62
11,KP_ZI192_1_F_08.tif,55
12,KP_ZI192_1_F_08.tif,67
13,KP_ZI192_1_F_08.tif,75
14,KP_ZI192_1_F_08.tif,55
15,KP_ZI192_1_F_08.tif,58
16,KP_ZI192_1_F_08.tif,56
1,KP_ZI192_1_F_09.tif,64
2,KP_ZI192_1_F_09.tif,66
3,KP_ZI192_1_F_09.tif,74
4,KP_ZI192_1_F_09.tif,69
5,KP_ZI192_1_F_09.tif,75
6,KP_ZI192_1_F_09.tif,52
7,KP_ZI192_1_F_09.tif,65
8,KP_ZI192_1_F_09.tif,58
9,KP_ZI192_1_F_09.tif,73
10,KP_ZI192_1_F_09.tif,82
11,KP_ZI192_1_F_09.tif,66
12,KP_ZI192_1_F_09.tif,82
13,KP_ZI192_1_F_09.tif,76
14,KP_ZI192_1_F_09.tif,82
15,KP_ZI192_1_F_09.tif,62
16,KP_ZI192_1_F_09.tif,78
1,KP_ZI192_1_F_07.tif,62
2,KP_ZI192_1_F_07.tif,61
3,KP_ZI192_1_F_07.tif,57
4,KP_ZI192_1_F_07.tif,55
5,KP_ZI192_1_F_07.tif,48
6,KP_ZI192_1_F_07.tif,46
7,KP_ZI192_1_F_07.tif,57
8,KP_ZI192_1_F_07.tif,57
9,KP_ZI192_1_F_07.tif,71
10,KP_ZI192_1_F_07.tif,65
11,KP_ZI192_1_F_07.tif,51
12,KP_ZI192_1_F_07.tif,57
13,KP_ZI192_1_F_07.tif,62
14,KP_ZI192_1_F_07.tif,67
15,KP_ZI192_1_F_07.tif,65
16,KP_ZI192_1_F_07.tif,56
1,KP_ZI192_1_F_06.tif,68
2,KP_ZI192_1_F_06.tif,67
3,KP_ZI192_1_F_06.tif,66
4,KP_ZI192_1_F_06.tif,64
5,KP_ZI192_1_F_06.tif,68
6,KP_ZI192_1_F_06.tif,61
7,KP_ZI192_1_F_06.tif,70
8,KP_ZI192_1_F_06.tif,67
9,KP_ZI192_1_F_06.tif,83
10,KP_ZI192_1_F_06.tif,74
11,KP_ZI192_1_F_06.tif,58
12,KP_ZI192_1_F_06.tif,74
13,KP_ZI192_1_F_06.tif,77
14,KP_ZI192_1_F_06.tif,68
15,KP_ZI192_1_F_06.tif,53
16,KP_ZI192_1_F_06.tif,70
1,KP_ZI192_1_M_01.tif,70
2,KP_ZI192_1_M_01.tif,88
3,KP_ZI192_1_M_01.tif,80
4,KP_ZI192_1_M_01.tif,68
5,KP_ZI192_1_M_01.tif,74
6,KP_ZI192_1_M_01.tif,68
7,KP_ZI192_1_M_01.tif,68
8,KP_ZI192_1_M_01.tif,85
9,KP_ZI192_1_M_01.tif,77
10,KP_ZI192_1_M_01.tif,81
11,KP_ZI192_1_M_01.tif,66
12,KP_ZI192_1_M_01.tif,75
13,KP_ZI192_1_M_01.tif,79
14,KP_ZI192_1_M_01.tif,76
15,KP_ZI192_1_M_01.tif,65
16,KP_ZI192_1_M_01.tif,73
1,KP_ZI192_1_F_20.tif,61
2,KP_ZI192_1_F_20.tif,65
3,KP_ZI192_1_F_20.tif,88
4,KP_ZI192_1_F_20.tif,71
5,KP_ZI192_1_F_20.tif,82
6,KP_ZI192_1_F_20.tif,82
7,KP_ZI192_1_F_20.tif,72
8,KP_ZI192_1_F_20.tif,82
9,KP_ZI192_1_F_20.tif,88
10,KP_ZI192_1_F_20.tif,88
11,KP_ZI192_1_F_20.tif,72
12,KP_ZI192_1_F_20.tif,72
13,KP_ZI192_1_F_20.tif,80
14,KP_ZI192_1_F_20.tif,69
15,KP_ZI192_1_F_20.tif,58
16,KP_ZI192_1_F_20.tif,71
1,KP_ZI192_1_F_19.tif,74
2,KP_ZI192_1_F_19.tif,68
3,KP_ZI192_1_F_19.tif,75
4,KP_ZI192_1_F_19.tif,76
5,KP_ZI192_1_F_19.tif,85
6,KP_ZI192_1_F_19.tif,68
7,KP_ZI192_1_F_19.tif,75
8,KP_ZI192_1_F_19.tif,85
9,KP_ZI192_1_F_19.tif,79
10,KP_ZI192_1_F_19.tif,83
11,KP_ZI192_1_F_19.tif,68
12,KP_ZI192_1_F_19.tif,80
13,KP_ZI192_1_F_19.tif,80
14,KP_ZI192_1_F_19.tif,72
15,KP_ZI192_1_F_19.tif,59
16,KP_ZI192_1_F_19.tif,66
1,KP_ZI192_1_F_18.tif,63
2,KP_ZI192_1_F_18.tif,62
3,KP_ZI192_1_F_18.tif,71
4,KP_ZI192_1_F_18.tif,65
5,KP_ZI192_1_F_18.tif,74
6,KP_ZI192_1_F_18.tif,68
7,KP_ZI192_1_F_18.tif,63
8,KP_ZI192_1_F_18.tif,66
9,KP_ZI192_1_F_18.tif,78
10,KP_ZI192_1_F_18.tif,71
11,KP_ZI192_1_F_18.tif,66
12,KP_ZI192_1_F_18.tif,69
13,KP_ZI192_1_F_18.tif,80
14,KP_ZI192_1_F_18.tif,64
15,KP_ZI192_1_F_18.tif,58
16,KP_ZI192_1_F_18.tif,67
1,KP_ZI192_1_F_17.tif,71
2,KP_ZI192_1_F_17.tif,74
3,KP_ZI192_1_F_17.tif,72
4,KP_ZI192_1_F_17.tif,73
5,KP_ZI192_1_F_17.tif,67
6,KP_ZI192_1_F_17.tif,70
7,KP_ZI192_1_F_17.tif,71
8,KP_ZI192_1_F_17.tif,90
9,KP_ZI192_1_F_17.tif,75
10,KP_ZI192_1_F_17.tif,80
11,KP_ZI192_1_F_17.tif,68
12,KP_ZI192_1_F_17.tif,71
13,KP_ZI192_1_F_17.tif,82
14,KP_ZI192_1_F_17.tif,72
15,KP_ZI192_1_F_17.tif,64
16,KP_ZI192_1_F_17.tif,76
1,KP_ZI192_1_F_16.tif,65
2,KP_ZI192_1_F_16.tif,66
3,KP_ZI192_1_F_16.tif,78
4,KP_ZI192_1_F_16.tif,62
5,KP_ZI192_1_F_16.tif,76
6,KP_ZI192_1_F_16.tif,65
7,KP_ZI192_1_F_16.tif,68
8,KP_ZI192_1_F_16.tif,80
9,KP_ZI192_1_F_16.tif,73
10,KP_ZI192_1_F_16.tif,64
11,KP_ZI192_1_F_16.tif,68
12,KP_ZI192_1_F_16.tif,75
13,KP_ZI192_1_F_16.tif,72
14,KP_ZI192_1_F_16.tif,73
15,KP_ZI192_1_F_16.tif,65
16,KP_ZI192_1_F_16.tif,64
1,KP_ZI192_1_F_15.tif,58
2,KP_ZI192_1_F_15.tif,62
3,KP_ZI192_1_F_15.tif,69
4,KP_ZI192_1_F_15.tif,63
5,KP_ZI192_1_F_15.tif,68
6,KP_ZI192_1_F_15.tif,75
7,KP_ZI192_1_F_15.tif,63
8,KP_ZI192_1_F_15.tif,64
9,KP_ZI192_1_F_15.tif,75
10,KP_ZI192_1_F_15.tif,64
11,KP_ZI192_1_F_15.tif,57
12,KP_ZI192_1_F_15.tif,69
13,KP_ZI192_1_F_15.tif,76
14,KP_ZI192_1_F_15.tif,77
15,KP_ZI192_1_F_15.tif,63
16,KP_ZI192_1_F_15.tif,72
1,KP_ZI192_1_M_10.tif,77
2,KP_ZI192_1_M_10.tif,79
3,KP_ZI192_1_M_10.tif,85
4,KP_ZI192_1_M_10.tif,80
5,KP_ZI192_1_M_10.tif,85
6,KP_ZI192_1_M_10.tif,76
7,KP_ZI192_1_M_10.tif,64
8,KP_ZI192_1_M_10.tif,91
9,KP_ZI192_1_M_10.tif,91
10,KP_ZI192_1_M_10.tif,97
11,KP_ZI192_1_M_10.tif,62
12,KP_ZI192_1_M_10.tif,88
13,KP_ZI192_1_M_10.tif,93
14,KP_ZI192_1_M_10.tif,81
15,KP_ZI192_1_M_10.tif,70
16,KP_ZI192_1_M_10.tif,81
1,KP_ZI192_1_M_09.tif,78
2,KP_ZI192_1_M_09.tif,74
3,KP_ZI192_1_M_09.tif,92
4,KP_ZI192_1_M_09.tif,72
5,KP_ZI192_1_M_09.tif,82
6,KP_ZI192_1_M_09.tif,81
7,KP_ZI192_1_M_09.tif,73
8,KP_ZI192_1_M_09.tif,92
9,KP_ZI192_1_M_09.tif,86
10,KP_ZI192_1_M_09.tif,84
11,KP_ZI192_1_M_09.tif,67
12,KP_ZI192_1_M_09.tif,85
13,KP_ZI192_1_M_09.tif,96
14,KP_ZI192_1_M_09.tif,84
15,KP_ZI192_1_M_09.tif,72
16,KP_ZI192_1_M_09.tif,86
1,KP_ZI192_1_M_08.tif,74
2,KP_ZI192_1_M_08.tif,68
3,KP_ZI192_1_M_08.tif,84
4,KP_ZI192_1_M_08.tif,85
5,KP_ZI192_1_M_08.tif,80
6,KP_ZI192_1_M_08.tif,69
7,KP_ZI192_1_M_08.tif,80
8,KP_ZI192_1_M_08.tif,88
9,KP_ZI192_1_M_08.tif,90
10,KP_ZI192_1_M_08.tif,91
11,KP_ZI192_1_M_08.tif,71
12,KP_ZI192_1_M_08.tif,79
13,KP_ZI192_1_M_08.tif,88
14,KP_ZI192_1_M_08.tif,70
15,KP_ZI192_1_M_08.tif,76
16,KP_ZI192_1_M_08.tif,91
1,KP_ZI192_1_M_07.tif,66
2,KP_ZI192_1_M_07.tif,67
3,KP_ZI192_1_M_07.tif,85
