Wing_ID,trichome_count,Wing_Region
DS_Zi418Ef43_c1217_plate1h_m_04.tif,83,11
DS_Zi418Ef43_c1217_plate1h_m_04.tif,68,12
DS_Zi418Ef43_c1217_plate1h_m_04.tif,85,13
DS_Zi418Ef43_c1217_plate1h_m_04.tif,69,14
DS_Zi418Ef43_c1217_plate1h_m_04.tif,69,15
DS_Zi418Ef43_c1217_plate1h_m_04.tif,89,16
DS_Zi418Ef43_c1217_plate1h_m_07.tif,84,1
DS_Zi418Ef43_c1217_plate1h_m_07.tif,70,2
DS_Zi418Ef43_c1217_plate1h_m_07.tif,80,3
DS_Zi418Ef43_c1217_plate1h_m_07.tif,75,4
DS_Zi418Ef43_c1217_plate1h_m_07.tif,75,5
DS_Zi418Ef43_c1217_plate1h_m_07.tif,82,6
DS_Zi418Ef43_c1217_plate1h_m_07.tif,74,7
DS_Zi418Ef43_c1217_plate1h_m_07.tif,76,8
DS_Zi418Ef43_c1217_plate1h_m_07.tif,108,9
DS_Zi418Ef43_c1217_plate1h_m_07.tif,99,10
DS_Zi418Ef43_c1217_plate1h_m_07.tif,75,11
DS_Zi418Ef43_c1217_plate1h_m_07.tif,83,12
DS_Zi418Ef43_c1217_plate1h_m_07.tif,83,13
DS_Zi418Ef43_c1217_plate1h_m_07.tif,75,14
DS_Zi418Ef43_c1217_plate1h_m_07.tif,72,15
DS_Zi418Ef43_c1217_plate1h_m_07.tif,71,16
DS_Zi418Ef43_c1217_plate1h_m_08.tif,82,1
DS_Zi418Ef43_c1217_plate1h_m_08.tif,81,2
DS_Zi418Ef43_c1217_plate1h_m_08.tif,76,3
DS_Zi418Ef43_c1217_plate1h_m_08.tif,70,4
DS_Zi418Ef43_c1217_plate1h_m_08.tif,79,5
DS_Zi418Ef43_c1217_plate1h_m_08.tif,84,6
DS_Zi418Ef43_c1217_plate1h_m_08.tif,68,7
DS_Zi418Ef43_c1217_plate1h_m_08.tif,74,8
DS_Zi418Ef43_c1217_plate1h_m_08.tif,114,9
DS_Zi418Ef43_c1217_plate1h_m_08.tif,93,10
DS_Zi418Ef43_c1217_plate1h_m_08.tif,72,11
DS_Zi418Ef43_c1217_plate1h_m_08.tif,89,12
DS_Zi418Ef43_c1217_plate1h_m_08.tif,85,13
DS_Zi418Ef43_c1217_plate1h_m_08.tif,82,14
DS_Zi418Ef43_c1217_plate1h_m_08.tif,70,15
DS_Zi418Ef43_c1217_plate1h_m_08.tif,83,16
DS_Zi418Ef43_c1217_plate1h_m_09.tif,74,1
DS_Zi418Ef43_c1217_plate1h_m_09.tif,70,2
DS_Zi418Ef43_c1217_plate1h_m_09.tif,81,3
DS_Zi418Ef43_c1217_plate1h_m_09.tif,75,4
DS_Zi418Ef43_c1217_plate1h_m_09.tif,73,5
DS_Zi418Ef43_c1217_plate1h_m_09.tif,68,6
DS_Zi418Ef43_c1217_plate1h_m_09.tif,78,7
DS_Zi418Ef43_c1217_plate1h_m_09.tif,81,8
DS_Zi418Ef43_c1217_plate1h_m_09.tif,110,9
DS_Zi418Ef43_c1217_plate1h_m_09.tif,84,10
DS_Zi418Ef43_c1217_plate1h_m_09.tif,65,11
DS_Zi418Ef43_c1217_plate1h_m_09.tif,81,12
DS_Zi418Ef43_c1217_plate1h_m_09.tif,74,13
DS_Zi418Ef43_c1217_plate1h_m_09.tif,67,14
DS_Zi418Ef43_c1217_plate1h_m_09.tif,70,15
DS_Zi418Ef43_c1217_plate1h_m_09.tif,79,16
DS_Zi418Ef43_c1217_plate1h_m_10.tif,73,1
DS_Zi418Ef43_c1217_plate1h_m_10.tif,75,2
DS_Zi418Ef43_c1217_plate1h_m_10.tif,86,3
DS_Zi418Ef43_c1217_plate1h_m_10.tif,76,4
DS_Zi418Ef43_c1217_plate1h_m_10.tif,68,5
DS_Zi418Ef43_c1217_plate1h_m_10.tif,79,6
DS_Zi418Ef43_c1217_plate1h_m_10.tif,77,7
DS_Zi418Ef43_c1217_plate1h_m_10.tif,82,8
DS_Zi418Ef43_c1217_plate1h_m_10.tif,101,9
DS_Zi418Ef43_c1217_plate1h_m_10.tif,90,10
DS_Zi418Ef43_c1217_plate1h_m_10.tif,74,11
DS_Zi418Ef43_c1217_plate1h_m_10.tif,61,12
DS_Zi418Ef43_c1217_plate1h_m_10.tif,83,13
DS_Zi418Ef43_c1217_plate1h_m_10.tif,67,14
DS_Zi418Ef43_c1217_plate1h_m_10.tif,65,15
DS_Zi418Ef43_c1217_plate1h_m_10.tif,80,16
DS_Zi418Ef43_c1217_plate1h_m_11.tif,83,1
DS_Zi418Ef43_c1217_plate1h_m_11.tif,70,2
DS_Zi418Ef43_c1217_plate1h_m_11.tif,92,3
DS_Zi418Ef43_c1217_plate1h_m_11.tif,77,4
DS_Zi418Ef43_c1217_plate1h_m_11.tif,78,5
DS_Zi418Ef43_c1217_plate1h_m_11.tif,80,6
DS_Zi418Ef43_c1217_plate1h_m_11.tif,80,7
DS_Zi418Ef43_c1217_plate1h_m_11.tif,78,8
DS_Zi418Ef43_c1217_plate1h_m_11.tif,99,9
DS_Zi418Ef43_c1217_plate1h_m_11.tif,96,10
DS_Zi418Ef43_c1217_plate1h_m_11.tif,71,11
DS_Zi418Ef43_c1217_plate1h_m_11.tif,71,12
DS_Zi418Ef43_c1217_plate1h_m_11.tif,87,13
DS_Zi418Ef43_c1217_plate1h_m_11.tif,98,14
DS_Zi418Ef43_c1217_plate1h_m_11.tif,75,15
DS_Zi418Ef43_c1217_plate1h_m_11.tif,76,16
DS_Zi418Ef43_c1217_plate1h_m_12.tif,71,1
DS_Zi418Ef43_c1217_plate1h_m_12.tif,75,2
DS_Zi418Ef43_c1217_plate1h_m_12.tif,85,3
DS_Zi418Ef43_c1217_plate1h_m_12.tif,72,4
DS_Zi418Ef43_c1217_plate1h_m_12.tif,85,5
DS_Zi418Ef43_c1217_plate1h_m_12.tif,79,6
DS_Zi418Ef43_c1217_plate1h_m_12.tif,73,7
DS_Zi418Ef43_c1217_plate1h_m_12.tif,83,8
DS_Zi418Ef43_c1217_plate1h_m_12.tif,110,9
DS_Zi418Ef43_c1217_plate1h_m_12.tif,81,10
DS_Zi418Ef43_c1217_plate1h_m_12.tif,78,11
DS_Zi418Ef43_c1217_plate1h_m_12.tif,86,12
DS_Zi418Ef43_c1217_plate1h_m_12.tif,75,13
DS_Zi418Ef43_c1217_plate1h_m_12.tif,80,14
DS_Zi418Ef43_c1217_plate1h_m_12.tif,74,15
DS_Zi418Ef43_c1217_plate1h_m_12.tif,69,16
DS_Zi418Ef43_c1217_plate2a_f_01.tif,65,1
DS_Zi418Ef43_c1217_plate2a_f_01.tif,64,2
DS_Zi418Ef43_c1217_plate2a_f_01.tif,72,3
DS_Zi418Ef43_c1217_plate2a_f_01.tif,74,4
DS_Zi418Ef43_c1217_plate2a_f_01.tif,72,5
DS_Zi418Ef43_c1217_plate2a_f_01.tif,78,6
DS_Zi418Ef43_c1217_plate2a_f_01.tif,63,7
DS_Zi418Ef43_c1217_plate2a_f_01.tif,66,8
DS_Zi418Ef43_c1217_plate2a_f_01.tif,82,9
DS_Zi418Ef43_c1217_plate2a_f_01.tif,70,10
DS_Zi418Ef43_c1217_plate2a_f_01.tif,58,11
DS_Zi418Ef43_c1217_plate2a_f_01.tif,72,12
DS_Zi418Ef43_c1217_plate2a_f_01.tif,76,13
DS_Zi418Ef43_c1217_plate2a_f_01.tif,68,14
DS_Zi418Ef43_c1217_plate2a_f_01.tif,62,15
DS_Zi418Ef43_c1217_plate2a_f_01.tif,68,16
DS_Zi418Ef43_c1217_plate2a_f_02.tif,64,1
DS_Zi418Ef43_c1217_plate2a_f_02.tif,72,2
DS_Zi418Ef43_c1217_plate2a_f_02.tif,72,3
DS_Zi418Ef43_c1217_plate2a_f_02.tif,63,4
DS_Zi418Ef43_c1217_plate2a_f_02.tif,65,5
DS_Zi418Ef43_c1217_plate2a_f_02.tif,61,6
DS_Zi418Ef43_c1217_plate2a_f_02.tif,64,7
DS_Zi418Ef43_c1217_plate2a_f_02.tif,66,8
DS_Zi418Ef43_c1217_plate2a_f_02.tif,80,9
DS_Zi418Ef43_c1217_plate2a_f_02.tif,70,10
DS_Zi418Ef43_c1217_plate2a_f_02.tif,64,11
DS_Zi418Ef43_c1217_plate2a_f_02.tif,77,12
DS_Zi418Ef43_c1217_plate2a_f_02.tif,80,13
DS_Zi418Ef43_c1217_plate2a_f_02.tif,76,14
DS_Zi418Ef43_c1217_plate2a_f_02.tif,70,15
DS_Zi418Ef43_c1217_plate2a_f_02.tif,71,16
DS_Zi418Ef43_c1217_plate2a_f_03.tif,57,1
DS_Zi418Ef43_c1217_plate2a_f_03.tif,49,2
DS_Zi418Ef43_c1217_plate2a_f_03.tif,61,3
DS_Zi418Ef43_c1217_plate2a_f_03.tif,74,4
DS_Zi418Ef43_c1217_plate2a_f_03.tif,66,5
DS_Zi418Ef43_c1217_plate2a_f_03.tif,56,6
DS_Zi418Ef43_c1217_plate2a_f_03.tif,62,7
DS_Zi418Ef43_c1217_plate2a_f_03.tif,66,8
DS_Zi418Ef43_c1217_plate2a_f_03.tif,61,9
DS_Zi418Ef43_c1217_plate2a_f_03.tif,81,10
DS_Zi418Ef43_c1217_plate2a_f_03.tif,64,11
DS_Zi418Ef43_c1217_plate2a_f_03.tif,61,12
DS_Zi418Ef43_c1217_plate2a_f_03.tif,78,13
DS_Zi418Ef43_c1217_plate2a_f_03.tif,59,14
DS_Zi418Ef43_c1217_plate2a_f_03.tif,59,15
DS_Zi418Ef43_c1217_plate2a_f_03.tif,73,16
DS_Zi418Ef43_c1217_plate2a_f_05.tif,53,1
DS_Zi418Ef43_c1217_plate2a_f_05.tif,55,2
DS_Zi418Ef43_c1217_plate2a_f_05.tif,59,3
DS_Zi418Ef43_c1217_plate2a_f_05.tif,69,4
DS_Zi418Ef43_c1217_plate2a_f_05.tif,66,5
DS_Zi418Ef43_c1217_plate2a_f_05.tif,59,6
DS_Zi418Ef43_c1217_plate2a_f_05.tif,59,7
DS_Zi418Ef43_c1217_plate2a_f_05.tif,82,8
DS_Zi418Ef43_c1217_plate2a_f_05.tif,70,9
DS_Zi418Ef43_c1217_plate2a_f_05.tif,85,10
DS_Zi418Ef43_c1217_plate2a_f_05.tif,68,11
DS_Zi418Ef43_c1217_plate2a_f_05.tif,76,12
DS_Zi418Ef43_c1217_plate2a_f_05.tif,74,13
DS_Zi418Ef43_c1217_plate2a_f_05.tif,62,14
DS_Zi418Ef43_c1217_plate2a_f_05.tif,58,15
DS_Zi418Ef43_c1217_plate2a_f_05.tif,65,16
DS_Zi418Ef43_c1217_plate2a_f_06.tif,49,1
DS_Zi418Ef43_c1217_plate2a_f_06.tif,55,2
DS_Zi418Ef43_c1217_plate2a_f_06.tif,65,3
DS_Zi418Ef43_c1217_plate2a_f_06.tif,70,4
DS_Zi418Ef43_c1217_plate2a_f_06.tif,66,5
DS_Zi418Ef43_c1217_plate2a_f_06.tif,62,6
DS_Zi418Ef43_c1217_plate2a_f_06.tif,61,7
DS_Zi418Ef43_c1217_plate2a_f_06.tif,58,8
DS_Zi418Ef43_c1217_plate2a_f_06.tif,69,9
DS_Zi418Ef43_c1217_plate2a_f_06.tif,72,10
DS_Zi418Ef43_c1217_plate2a_f_06.tif,65,11
DS_Zi418Ef43_c1217_plate2a_f_06.tif,59,12
DS_Zi418Ef43_c1217_plate2a_f_06.tif,75,13
DS_Zi418Ef43_c1217_plate2a_f_06.tif,62,14
DS_Zi418Ef43_c1217_plate2a_f_06.tif,61,15
DS_Zi418Ef43_c1217_plate2a_f_06.tif,63,16
DS_Zi418Ef43_c1217_plate2a_f_07.tif,54,1
DS_Zi418Ef43_c1217_plate2a_f_07.tif,53,2
DS_Zi418Ef43_c1217_plate2a_f_07.tif,64,3
DS_Zi418Ef43_c1217_plate2a_f_07.tif,59,4
DS_Zi418Ef43_c1217_plate2a_f_07.tif,69,5
DS_Zi418Ef43_c1217_plate2a_f_07.tif,48,6
DS_Zi418Ef43_c1217_plate2a_f_07.tif,61,7
DS_Zi418Ef43_c1217_plate2a_f_07.tif,71,8
DS_Zi418Ef43_c1217_plate2a_f_07.tif,71,9
DS_Zi418Ef43_c1217_plate2a_f_07.tif,74,10
DS_Zi418Ef43_c1217_plate2a_f_07.tif,66,11
DS_Zi418Ef43_c1217_plate2a_f_07.tif,65,12
DS_Zi418Ef43_c1217_plate2a_f_07.tif,76,13
DS_Zi418Ef43_c1217_plate2a_f_07.tif,69,14
DS_Zi418Ef43_c1217_plate2a_f_07.tif,56,15
DS_Zi418Ef43_c1217_plate2a_f_07.tif,62,16
DS_Zi418Ef43_c1217_plate2a_f_08.tif,63,1
DS_Zi418Ef43_c1217_plate2a_f_08.tif,60,2
DS_Zi418Ef43_c1217_plate2a_f_08.tif,67,3
DS_Zi418Ef43_c1217_plate2a_f_08.tif,69,4
DS_Zi418Ef43_c1217_plate2a_f_08.tif,68,5
DS_Zi418Ef43_c1217_plate2a_f_08.tif,61,6
DS_Zi418Ef43_c1217_plate2a_f_08.tif,69,7
DS_Zi418Ef43_c1217_plate2a_f_08.tif,72,8
DS_Zi418Ef43_c1217_plate2a_f_08.tif,79,9
DS_Zi418Ef43_c1217_plate2a_f_08.tif,71,10
DS_Zi418Ef43_c1217_plate2a_f_08.tif,68,11
DS_Zi418Ef43_c1217_plate2a_f_08.tif,81,12
DS_Zi418Ef43_c1217_plate2a_f_08.tif,74,13
DS_Zi418Ef43_c1217_plate2a_f_08.tif,84,14
DS_Zi418Ef43_c1217_plate2a_f_08.tif,57,15
DS_Zi418Ef43_c1217_plate2a_f_08.tif,57,16
DS_Zi418Ef43_c1217_plate2a_f_09.tif,62,1
DS_Zi418Ef43_c1217_plate2a_f_09.tif,57,2
DS_Zi418Ef43_c1217_plate2a_f_09.tif,55,3
DS_Zi418Ef43_c1217_plate2a_f_09.tif,67,4
DS_Zi418Ef43_c1217_plate2a_f_09.tif,73,5
DS_Zi418Ef43_c1217_plate2a_f_09.tif,62,6
DS_Zi418Ef43_c1217_plate2a_f_09.tif,65,7
DS_Zi418Ef43_c1217_plate2a_f_09.tif,70,8
DS_Zi418Ef43_c1217_plate2a_f_09.tif,74,9
DS_Zi418Ef43_c1217_plate2a_f_09.tif,74,10
DS_Zi418Ef43_c1217_plate2a_f_09.tif,59,11
DS_Zi418Ef43_c1217_plate2a_f_09.tif,65,12
DS_Zi418Ef43_c1217_plate2a_f_09.tif,72,13
DS_Zi418Ef43_c1217_plate2a_f_09.tif,74,14
DS_Zi418Ef43_c1217_plate2a_f_09.tif,66,15
DS_Zi418Ef43_c1217_plate2a_f_09.tif,63,16
DS_Zi418Ef43_c1217_plate2a_f_10.tif,63,1
DS_Zi418Ef43_c1217_plate2a_f_10.tif,60,2
DS_Zi418Ef43_c1217_plate2a_f_10.tif,59,3
DS_Zi418Ef43_c1217_plate2a_f_10.tif,75,4
DS_Zi418Ef43_c1217_plate2a_f_10.tif,75,5
DS_Zi418Ef43_c1217_plate2a_f_10.tif,66,6
DS_Zi418Ef43_c1217_plate2a_f_10.tif,72,7
DS_Zi418Ef43_c1217_plate2a_f_10.tif,74,8
DS_Zi418Ef43_c1217_plate2a_f_10.tif,79,9
DS_Zi418Ef43_c1217_plate2a_f_10.tif,77,10
DS_Zi418Ef43_c1217_plate2a_f_10.tif,68,11
DS_Zi418Ef43_c1217_plate2a_f_10.tif,79,12
DS_Zi418Ef43_c1217_plate2a_f_10.tif,71,13
DS_Zi418Ef43_c1217_plate2a_f_10.tif,79,14
DS_Zi418Ef43_c1217_plate2a_f_10.tif,63,15
DS_Zi418Ef43_c1217_plate2a_f_10.tif,71,16
DS_Zi418Ef43_c1217_plate2a_f_11.tif,80,1
DS_Zi418Ef43_c1217_plate2a_f_11.tif,83,2
DS_Zi418Ef43_c1217_plate2a_f_11.tif,74,3
DS_Zi418Ef43_c1217_plate2a_f_11.tif,76,4
DS_Zi418Ef43_c1217_plate2a_f_11.tif,74,5
DS_Zi418Ef43_c1217_plate2a_f_11.tif,76,6
DS_Zi418Ef43_c1217_plate2a_f_11.tif,69,7
DS_Zi418Ef43_c1217_plate2a_f_11.tif,76,8
DS_Zi418Ef43_c1217_plate2a_f_11.tif,86,9
DS_Zi418Ef43_c1217_plate2a_f_11.tif,87,10
DS_Zi418Ef43_c1217_plate2a_f_11.tif,69,11
DS_Zi418Ef43_c1217_plate2a_f_11.tif,79,12
DS_Zi418Ef43_c1217_plate2a_f_11.tif,78,13
DS_Zi418Ef43_c1217_plate2a_f_11.tif,64,14
DS_Zi418Ef43_c1217_plate2a_f_11.tif,71,15
DS_Zi418Ef43_c1217_plate2a_f_11.tif,78,16
DS_Zi418Ef43_c1217_plate2a_f_12.tif,56,1
DS_Zi418Ef43_c1217_plate2a_f_12.tif,65,2
DS_Zi418Ef43_c1217_plate2a_f_12.tif,69,3
DS_Zi418Ef43_c1217_plate2a_f_12.tif,57,4
DS_Zi418Ef43_c1217_plate2a_f_12.tif,73,5
DS_Zi418Ef43_c1217_plate2a_f_12.tif,60,6
DS_Zi418Ef43_c1217_plate2a_f_12.tif,70,7
DS_Zi418Ef43_c1217_plate2a_f_12.tif,66,8
DS_Zi418Ef43_c1217_plate2a_f_12.tif,73,9
DS_Zi418Ef43_c1217_plate2a_f_12.tif,61,10
DS_Zi418Ef43_c1217_plate2a_f_12.tif,69,11
DS_Zi418Ef43_c1217_plate2a_f_12.tif,75,12
DS_Zi418Ef43_c1217_plate2a_f_12.tif,66,13
DS_Zi418Ef43_c1217_plate2a_f_12.tif,74,14
DS_Zi418Ef43_c1217_plate2a_f_12.tif,58,15
DS_Zi418Ef43_c1217_plate2a_f_12.tif,59,16
DS_Zi418Ef43_c1217_plate2b_m_01.tif,72,1
DS_Zi418Ef43_c1217_plate2b_m_01.tif,60,2
DS_Zi418Ef43_c1217_plate2b_m_01.tif,63,3
DS_Zi418Ef43_c1217_plate2b_m_01.tif,67,4
DS_Zi418Ef43_c1217_plate2b_m_01.tif,76,5
DS_Zi418Ef43_c1217_plate2b_m_01.tif,68,6
DS_Zi418Ef43_c1217_plate2b_m_01.tif,72,7
DS_Zi418Ef43_c1217_plate2b_m_01.tif,77,8
DS_Zi418Ef43_c1217_plate2b_m_01.tif,85,9
DS_Zi418Ef43_c1217_plate2b_m_01.tif,85,10
DS_Zi418Ef43_c1217_plate2b_m_01.tif,79,11
DS_Zi418Ef43_c1217_plate2b_m_01.tif,77,12
DS_Zi418Ef43_c1217_plate2b_m_01.tif,74,13
DS_Zi418Ef43_c1217_plate2b_m_01.tif,67,14
DS_Zi418Ef43_c1217_plate2b_m_01.tif,59,15
DS_Zi418Ef43_c1217_plate2b_m_01.tif,68,16
DS_Zi418Ef43_c1217_plate2b_m_02.tif,73,1
DS_Zi418Ef43_c1217_plate2b_m_02.tif,77,2
DS_Zi418Ef43_c1217_plate2b_m_02.tif,75,3
DS_Zi418Ef43_c1217_plate2b_m_02.tif,65,4
DS_Zi418Ef43_c1217_plate2b_m_02.tif,77,5
DS_Zi418Ef43_c1217_plate2b_m_02.tif,75,6
DS_Zi418Ef43_c1217_plate2b_m_02.tif,77,7
DS_Zi418Ef43_c1217_plate2b_m_02.tif,71,8
DS_Zi418Ef43_c1217_plate2b_m_02.tif,87,9
DS_Zi418Ef43_c1217_plate2b_m_02.tif,83,10
DS_Zi418Ef43_c1217_plate2b_m_02.tif,68,11
DS_Zi418Ef43_c1217_plate2b_m_02.tif,83,12
DS_Zi418Ef43_c1217_plate2b_m_02.tif,79,13
DS_Zi418Ef43_c1217_plate2b_m_02.tif,85,14
DS_Zi418Ef43_c1217_plate2b_m_02.tif,66,15
DS_Zi418Ef43_c1217_plate2b_m_02.tif,63,16
DS_Zi418Ef43_c1217_plate2b_m_03.tif,78,1
DS_Zi418Ef43_c1217_plate2b_m_03.tif,73,2
DS_Zi418Ef43_c1217_plate2b_m_03.tif,81,3
DS_Zi418Ef43_c1217_plate2b_m_03.tif,70,4
DS_Zi418Ef43_c1217_plate2b_m_03.tif,79,5
DS_Zi418Ef43_c1217_plate2b_m_03.tif,66,6
DS_Zi418Ef43_c1217_plate2b_m_03.tif,70,7
DS_Zi418Ef43_c1217_plate2b_m_03.tif,79,8
DS_Zi418Ef43_c1217_plate2b_m_03.tif,89,9
DS_Zi418Ef43_c1217_plate2b_m_03.tif,74,10
DS_Zi418Ef43_c1217_plate2b_m_03.tif,68,11
DS_Zi418Ef43_c1217_plate2b_m_03.tif,77,12
DS_Zi418Ef43_c1217_plate2b_m_03.tif,80,13
DS_Zi418Ef43_c1217_plate2b_m_03.tif,77,14
DS_Zi418Ef43_c1217_plate2b_m_03.tif,63,15
DS_Zi418Ef43_c1217_plate2b_m_03.tif,74,16
DS_Zi418Ef43_c1217_plate2b_m_04.tif,73,1
DS_Zi418Ef43_c1217_plate2b_m_04.tif,66,2
DS_Zi418Ef43_c1217_plate2b_m_04.tif,68,3
DS_Zi418Ef43_c1217_plate2b_m_04.tif,69,4
DS_Zi418Ef43_c1217_plate2b_m_04.tif,76,5
DS_Zi418Ef43_c1217_plate2b_m_04.tif,75,6
DS_Zi418Ef43_c1217_plate2b_m_04.tif,77,7
DS_Zi418Ef43_c1217_plate2b_m_04.tif,84,8
DS_Zi418Ef43_c1217_plate2b_m_04.tif,98,9
DS_Zi418Ef43_c1217_plate2b_m_04.tif,92,10
DS_Zi418Ef43_c1217_plate2b_m_04.tif,65,11
DS_Zi418Ef43_c1217_plate2b_m_04.tif,81,12
DS_Zi418Ef43_c1217_plate2b_m_04.tif,82,13
DS_Zi418Ef43_c1217_plate2b_m_04.tif,82,14
DS_Zi418Ef43_c1217_plate2b_m_04.tif,64,15
DS_Zi418Ef43_c1217_plate2b_m_04.tif,65,16
DS_Zi418Ef43_c1217_plate2b_m_05.tif,72,1
DS_Zi418Ef43_c1217_plate2b_m_05.tif,74,2
DS_Zi418Ef43_c1217_plate2b_m_05.tif,80,3
DS_Zi418Ef43_c1217_plate2b_m_05.tif,84,4
DS_Zi418Ef43_c1217_plate2b_m_05.tif,77,5
DS_Zi418Ef43_c1217_plate2b_m_05.tif,72,6
DS_Zi418Ef43_c1217_plate2b_m_05.tif,78,7
DS_Zi418Ef43_c1217_plate2b_m_05.tif,72,8
DS_Zi418Ef43_c1217_plate2b_m_05.tif,90,9
DS_Zi418Ef43_c1217_plate2b_m_05.tif,89,10
DS_Zi418Ef43_c1217_plate2b_m_05.tif,81,11
DS_Zi418Ef43_c1217_plate2b_m_05.tif,89,12
DS_Zi418Ef43_c1217_plate2b_m_05.tif,84,13
DS_Zi418Ef43_c1217_plate2b_m_05.tif,86,14
DS_Zi418Ef43_c1217_plate2b_m_05.tif,66,15
DS_Zi418Ef43_c1217_plate2b_m_05.tif,81,16
DS_Zi418Ef43_c1217_plate2b_m_07.tif,75,1
DS_Zi418Ef43_c1217_plate2b_m_07.tif,73,2
DS_Zi418Ef43_c1217_plate2b_m_07.tif,83,3
DS_Zi418Ef43_c1217_plate2b_m_07.tif,91,4
DS_Zi418Ef43_c1217_plate2b_m_07.tif,81,5
DS_Zi418Ef43_c1217_plate2b_m_07.tif,76,6
DS_Zi418Ef43_c1217_plate2b_m_07.tif,80,7
DS_Zi418Ef43_c1217_plate2b_m_07.tif,93,8
DS_Zi418Ef43_c1217_plate2b_m_07.tif,96,9
DS_Zi418Ef43_c1217_plate2b_m_07.tif,94,10
DS_Zi418Ef43_c1217_plate2b_m_07.tif,91,11
DS_Zi418Ef43_c1217_plate2b_m_07.tif,86,12
DS_Zi418Ef43_c1217_plate2b_m_07.tif,88,13
DS_Zi418Ef43_c1217_plate2b_m_07.tif,88,14
DS_Zi418Ef43_c1217_plate2b_m_07.tif,74,15
DS_Zi418Ef43_c1217_plate2b_m_07.tif,79,16
DS_Zi418Ef43_c1217_plate2b_m_08.tif,69,1
DS_Zi418Ef43_c1217_plate2b_m_08.tif,74,2
DS_Zi418Ef43_c1217_plate2b_m_08.tif,73,3
DS_Zi418Ef43_c1217_plate2b_m_08.tif,78,4
DS_Zi418Ef43_c1217_plate2b_m_08.tif,86,5
DS_Zi418Ef43_c1217_plate2b_m_08.tif,72,6
DS_Zi418Ef43_c1217_plate2b_m_08.tif,75,7
DS_Zi418Ef43_c1217_plate2b_m_08.tif,79,8
DS_Zi418Ef43_c1217_plate2b_m_08.tif,95,9
DS_Zi418Ef43_c1217_plate2b_m_08.tif,89,10
DS_Zi418Ef43_c1217_plate2b_m_08.tif,69,11
DS_Zi418Ef43_c1217_plate2b_m_08.tif,80,12
DS_Zi418Ef43_c1217_plate2b_m_08.tif,77,13
DS_Zi418Ef43_c1217_plate2b_m_08.tif,85,14
DS_Zi418Ef43_c1217_plate2b_m_08.tif,77,15
DS_Zi418Ef43_c1217_plate2b_m_08.tif,72,16
DS_Zi418Ef43_c1217_plate2b_m_09.tif,84,1
DS_Zi418Ef43_c1217_plate2b_m_09.tif,71,2
DS_Zi418Ef43_c1217_plate2b_m_09.tif,75,3
DS_Zi418Ef43_c1217_plate2b_m_09.tif,84,4
DS_Zi418Ef43_c1217_plate2b_m_09.tif,92,5
DS_Zi418Ef43_c1217_plate2b_m_09.tif,69,6
DS_Zi418Ef43_c1217_plate2b_m_09.tif,89,7
DS_Zi418Ef43_c1217_plate2b_m_09.tif,96,8
DS_Zi418Ef43_c1217_plate2b_m_09.tif,90,9
DS_Zi418Ef43_c1217_plate2b_m_09.tif,97,10
DS_Zi418Ef43_c1217_plate2b_m_09.tif,72,11
DS_Zi418Ef43_c1217_plate2b_m_09.tif,80,12
DS_Zi418Ef43_c1217_plate2b_m_09.tif,91,13
DS_Zi418Ef43_c1217_plate2b_m_09.tif,103,14
DS_Zi418Ef43_c1217_plate2b_m_09.tif,67,15
DS_Zi418Ef43_c1217_plate2b_m_09.tif,84,16
DS_Zi418Ef43_c1217_plate2b_m_11.tif,66,1
DS_Zi418Ef43_c1217_plate2b_m_11.tif,68,2
DS_Zi418Ef43_c1217_plate2b_m_11.tif,76,3
DS_Zi418Ef43_c1217_plate2b_m_11.tif,71,4
DS_Zi418Ef43_c1217_plate2b_m_11.tif,71,5
DS_Zi418Ef43_c1217_plate2b_m_11.tif,65,6
DS_Zi418Ef43_c1217_plate2b_m_11.tif,74,7
DS_Zi418Ef43_c1217_plate2b_m_11.tif,80,8
DS_Zi418Ef43_c1217_plate2b_m_11.tif,92,9
DS_Zi418Ef43_c1217_plate2b_m_11.tif,86,10
DS_Zi418Ef43_c1217_plate2b_m_11.tif,62,11
DS_Zi418Ef43_c1217_plate2b_m_11.tif,78,12
DS_Zi418Ef43_c1217_plate2b_m_11.tif,80,13
DS_Zi418Ef43_c1217_plate2b_m_11.tif,85,14
DS_Zi418Ef43_c1217_plate2b_m_11.tif,67,15
DS_Zi418Ef43_c1217_plate2b_m_11.tif,74,16
DS_Zi418Ef43_c1217_plate2b_m_12.tif,56,1
DS_Zi418Ef43_c1217_plate2b_m_12.tif,66,2
DS_Zi418Ef43_c1217_plate2b_m_12.tif,77,3
DS_Zi418Ef43_c1217_plate2b_m_12.tif,64,4
DS_Zi418Ef43_c1217_plate2b_m_12.tif,68,5
DS_Zi418Ef43_c1217_plate2b_m_12.tif,64,6
DS_Zi418Ef43_c1217_plate2b_m_12.tif,69,7
DS_Zi418Ef43_c1217_plate2b_m_12.tif,72,8
DS_Zi418Ef43_c1217_plate2b_m_12.tif,91,9
DS_Zi418Ef43_c1217_plate2b_m_12.tif,76,10
DS_Zi418Ef43_c1217_plate2b_m_12.tif,73,11
DS_Zi418Ef43_c1217_plate2b_m_12.tif,74,12
DS_Zi418Ef43_c1217_plate2b_m_12.tif,78,13
DS_Zi418Ef43_c1217_plate2b_m_12.tif,70,14
