Wing_ID,trichome_count,Wing_Region
DS_Zi418Ef43_c1217_plate1a_f_07.tif,68,12
DS_Zi418Ef43_c1217_plate1a_f_07.tif,73,13
DS_Zi418Ef43_c1217_plate1a_f_07.tif,83,14
DS_Zi418Ef43_c1217_plate1a_f_07.tif,68,15
DS_Zi418Ef43_c1217_plate1a_f_07.tif,71,16
DS_Zi418Ef43_c1217_plate1a_f_08.tif,52,1
DS_Zi418Ef43_c1217_plate1a_f_08.tif,61,2
DS_Zi418Ef43_c1217_plate1a_f_08.tif,75,3
DS_Zi418Ef43_c1217_plate1a_f_08.tif,62,4
DS_Zi418Ef43_c1217_plate1a_f_08.tif,60,5
DS_Zi418Ef43_c1217_plate1a_f_08.tif,58,6
DS_Zi418Ef43_c1217_plate1a_f_08.tif,66,7
DS_Zi418Ef43_c1217_plate1a_f_08.tif,73,8
DS_Zi418Ef43_c1217_plate1a_f_08.tif,87,9
DS_Zi418Ef43_c1217_plate1a_f_08.tif,85,10
DS_Zi418Ef43_c1217_plate1a_f_08.tif,76,11
DS_Zi418Ef43_c1217_plate1a_f_08.tif,66,12
DS_Zi418Ef43_c1217_plate1a_f_08.tif,78,13
DS_Zi418Ef43_c1217_plate1a_f_08.tif,74,14
DS_Zi418Ef43_c1217_plate1a_f_08.tif,60,15
DS_Zi418Ef43_c1217_plate1a_f_08.tif,86,16
DS_Zi418Ef43_c1217_plate1a_f_09.tif,54,1
DS_Zi418Ef43_c1217_plate1a_f_09.tif,63,2
DS_Zi418Ef43_c1217_plate1a_f_09.tif,81,3
DS_Zi418Ef43_c1217_plate1a_f_09.tif,68,4
DS_Zi418Ef43_c1217_plate1a_f_09.tif,68,5
DS_Zi418Ef43_c1217_plate1a_f_09.tif,68,6
DS_Zi418Ef43_c1217_plate1a_f_09.tif,68,7
DS_Zi418Ef43_c1217_plate1a_f_09.tif,76,8
DS_Zi418Ef43_c1217_plate1a_f_09.tif,87,9
DS_Zi418Ef43_c1217_plate1a_f_09.tif,77,10
DS_Zi418Ef43_c1217_plate1a_f_09.tif,68,11
DS_Zi418Ef43_c1217_plate1a_f_09.tif,67,12
DS_Zi418Ef43_c1217_plate1a_f_09.tif,77,13
DS_Zi418Ef43_c1217_plate1a_f_09.tif,72,14
DS_Zi418Ef43_c1217_plate1a_f_09.tif,64,15
DS_Zi418Ef43_c1217_plate1a_f_09.tif,73,16
DS_Zi418Ef43_c1217_plate1a_f_10.tif,60,1
DS_Zi418Ef43_c1217_plate1a_f_10.tif,75,2
DS_Zi418Ef43_c1217_plate1a_f_10.tif,78,3
DS_Zi418Ef43_c1217_plate1a_f_10.tif,62,4
DS_Zi418Ef43_c1217_plate1a_f_10.tif,77,5
DS_Zi418Ef43_c1217_plate1a_f_10.tif,65,6
DS_Zi418Ef43_c1217_plate1a_f_10.tif,71,7
DS_Zi418Ef43_c1217_plate1a_f_10.tif,74,8
DS_Zi418Ef43_c1217_plate1a_f_10.tif,102,9
DS_Zi418Ef43_c1217_plate1a_f_10.tif,76,10
DS_Zi418Ef43_c1217_plate1a_f_10.tif,75,11
DS_Zi418Ef43_c1217_plate1a_f_10.tif,71,12
DS_Zi418Ef43_c1217_plate1a_f_10.tif,78,13
DS_Zi418Ef43_c1217_plate1a_f_10.tif,81,14
DS_Zi418Ef43_c1217_plate1a_f_10.tif,57,15
DS_Zi418Ef43_c1217_plate1a_f_10.tif,72,16
DS_Zi418Ef43_c1217_plate1a_f_11.tif,62,1
DS_Zi418Ef43_c1217_plate1a_f_11.tif,56,2
DS_Zi418Ef43_c1217_plate1a_f_11.tif,86,3
DS_Zi418Ef43_c1217_plate1a_f_11.tif,0,4
DS_Zi418Ef43_c1217_plate1a_f_11.tif,71,5
DS_Zi418Ef43_c1217_plate1a_f_11.tif,89,6
DS_Zi418Ef43_c1217_plate1a_f_11.tif,0,7
DS_Zi418Ef43_c1217_plate1a_f_11.tif,72,8
DS_Zi418Ef43_c1217_plate1a_f_11.tif,84,9
DS_Zi418Ef43_c1217_plate1a_f_11.tif,0,10
DS_Zi418Ef43_c1217_plate1a_f_11.tif,89,11
DS_Zi418Ef43_c1217_plate1a_f_11.tif,69,12
DS_Zi418Ef43_c1217_plate1a_f_11.tif,0,13
DS_Zi418Ef43_c1217_plate1a_f_11.tif,64,14
DS_Zi418Ef43_c1217_plate1a_f_11.tif,66,15
DS_Zi418Ef43_c1217_plate1a_f_11.tif,65,16
DS_Zi418Ef43_c1217_plate1a_f_12.tif,53,1
DS_Zi418Ef43_c1217_plate1a_f_12.tif,67,2
DS_Zi418Ef43_c1217_plate1a_f_12.tif,70,3
DS_Zi418Ef43_c1217_plate1a_f_12.tif,56,4
DS_Zi418Ef43_c1217_plate1a_f_12.tif,68,5
DS_Zi418Ef43_c1217_plate1a_f_12.tif,65,6
DS_Zi418Ef43_c1217_plate1a_f_12.tif,60,7
DS_Zi418Ef43_c1217_plate1a_f_12.tif,68,8
DS_Zi418Ef43_c1217_plate1a_f_12.tif,79,9
DS_Zi418Ef43_c1217_plate1a_f_12.tif,70,10
DS_Zi418Ef43_c1217_plate1a_f_12.tif,67,11
DS_Zi418Ef43_c1217_plate1a_f_12.tif,58,12
DS_Zi418Ef43_c1217_plate1a_f_12.tif,78,13
DS_Zi418Ef43_c1217_plate1a_f_12.tif,67,14
DS_Zi418Ef43_c1217_plate1a_f_12.tif,65,15
DS_Zi418Ef43_c1217_plate1a_f_12.tif,78,16
DS_Zi418Ef43_c1217_plate1b_m_01.tif,80,1
DS_Zi418Ef43_c1217_plate1b_m_01.tif,75,2
DS_Zi418Ef43_c1217_plate1b_m_01.tif,85,3
DS_Zi418Ef43_c1217_plate1b_m_01.tif,88,4
DS_Zi418Ef43_c1217_plate1b_m_01.tif,86,5
DS_Zi418Ef43_c1217_plate1b_m_01.tif,64,6
DS_Zi418Ef43_c1217_plate1b_m_01.tif,77,7
DS_Zi418Ef43_c1217_plate1b_m_01.tif,81,8
DS_Zi418Ef43_c1217_plate1b_m_01.tif,98,9
DS_Zi418Ef43_c1217_plate1b_m_01.tif,94,10
DS_Zi418Ef43_c1217_plate1b_m_01.tif,84,11
DS_Zi418Ef43_c1217_plate1b_m_01.tif,88,12
DS_Zi418Ef43_c1217_plate1b_m_01.tif,91,13
DS_Zi418Ef43_c1217_plate1b_m_01.tif,83,14
DS_Zi418Ef43_c1217_plate1b_m_01.tif,71,15
DS_Zi418Ef43_c1217_plate1b_m_01.tif,73,16
DS_Zi418Ef43_c1217_plate1b_m_03.tif,54,1
DS_Zi418Ef43_c1217_plate1b_m_03.tif,69,2
DS_Zi418Ef43_c1217_plate1b_m_03.tif,78,3
DS_Zi418Ef43_c1217_plate1b_m_03.tif,62,4
DS_Zi418Ef43_c1217_plate1b_m_03.tif,71,5
DS_Zi418Ef43_c1217_plate1b_m_03.tif,66,6
DS_Zi418Ef43_c1217_plate1b_m_03.tif,68,7
DS_Zi418Ef43_c1217_plate1b_m_03.tif,72,8
DS_Zi418Ef43_c1217_plate1b_m_03.tif,89,9
DS_Zi418Ef43_c1217_plate1b_m_03.tif,74,10
DS_Zi418Ef43_c1217_plate1b_m_03.tif,69,11
DS_Zi418Ef43_c1217_plate1b_m_03.tif,74,12
DS_Zi418Ef43_c1217_plate1b_m_03.tif,73,13
DS_Zi418Ef43_c1217_plate1b_m_03.tif,64,14
DS_Zi418Ef43_c1217_plate1b_m_03.tif,62,15
DS_Zi418Ef43_c1217_plate1b_m_03.tif,67,16
DS_Zi418Ef43_c1217_plate1b_m_04.tif,73,1
DS_Zi418Ef43_c1217_plate1b_m_04.tif,75,2
DS_Zi418Ef43_c1217_plate1b_m_04.tif,86,3
DS_Zi418Ef43_c1217_plate1b_m_04.tif,75,4
DS_Zi418Ef43_c1217_plate1b_m_04.tif,76,5
DS_Zi418Ef43_c1217_plate1b_m_04.tif,74,6
DS_Zi418Ef43_c1217_plate1b_m_04.tif,74,7
DS_Zi418Ef43_c1217_plate1b_m_04.tif,71,8
DS_Zi418Ef43_c1217_plate1b_m_04.tif,100,9
DS_Zi418Ef43_c1217_plate1b_m_04.tif,91,10
DS_Zi418Ef43_c1217_plate1b_m_04.tif,88,11
DS_Zi418Ef43_c1217_plate1b_m_04.tif,84,12
DS_Zi418Ef43_c1217_plate1b_m_04.tif,88,13
DS_Zi418Ef43_c1217_plate1b_m_04.tif,94,14
DS_Zi418Ef43_c1217_plate1b_m_04.tif,74,15
DS_Zi418Ef43_c1217_plate1b_m_04.tif,76,16
DS_Zi418Ef43_c1217_plate1b_m_05.tif,65,1
DS_Zi418Ef43_c1217_plate1b_m_05.tif,73,2
DS_Zi418Ef43_c1217_plate1b_m_05.tif,81,3
DS_Zi418Ef43_c1217_plate1b_m_05.tif,70,4
DS_Zi418Ef43_c1217_plate1b_m_05.tif,85,5
DS_Zi418Ef43_c1217_plate1b_m_05.tif,78,6
DS_Zi418Ef43_c1217_plate1b_m_05.tif,73,7
DS_Zi418Ef43_c1217_plate1b_m_05.tif,79,8
DS_Zi418Ef43_c1217_plate1b_m_05.tif,103,9
DS_Zi418Ef43_c1217_plate1b_m_05.tif,89,10
DS_Zi418Ef43_c1217_plate1b_m_05.tif,82,11
DS_Zi418Ef43_c1217_plate1b_m_05.tif,85,12
DS_Zi418Ef43_c1217_plate1b_m_05.tif,88,13
DS_Zi418Ef43_c1217_plate1b_m_05.tif,98,14
DS_Zi418Ef43_c1217_plate1b_m_05.tif,85,15
DS_Zi418Ef43_c1217_plate1b_m_05.tif,79,16
DS_Zi418Ef43_c1217_plate1b_m_06.tif,65,1
DS_Zi418Ef43_c1217_plate1b_m_06.tif,65,2
DS_Zi418Ef43_c1217_plate1b_m_06.tif,64,3
DS_Zi418Ef43_c1217_plate1b_m_06.tif,79,4
DS_Zi418Ef43_c1217_plate1b_m_06.tif,76,5
DS_Zi418Ef43_c1217_plate1b_m_06.tif,70,6
DS_Zi418Ef43_c1217_plate1b_m_06.tif,79,7
DS_Zi418Ef43_c1217_plate1b_m_06.tif,88,8
DS_Zi418Ef43_c1217_plate1b_m_06.tif,92,9
DS_Zi418Ef43_c1217_plate1b_m_06.tif,83,10
DS_Zi418Ef43_c1217_plate1b_m_06.tif,77,11
DS_Zi418Ef43_c1217_plate1b_m_06.tif,65,12
DS_Zi418Ef43_c1217_plate1b_m_06.tif,77,13
DS_Zi418Ef43_c1217_plate1b_m_06.tif,65,14
DS_Zi418Ef43_c1217_plate1b_m_06.tif,71,15
DS_Zi418Ef43_c1217_plate1b_m_06.tif,79,16
DS_Zi418Ef43_c1217_plate1b_m_07.tif,66,1
DS_Zi418Ef43_c1217_plate1b_m_07.tif,63,2
DS_Zi418Ef43_c1217_plate1b_m_07.tif,88,3
DS_Zi418Ef43_c1217_plate1b_m_07.tif,69,4
DS_Zi418Ef43_c1217_plate1b_m_07.tif,76,5
DS_Zi418Ef43_c1217_plate1b_m_07.tif,70,6
DS_Zi418Ef43_c1217_plate1b_m_07.tif,69,7
DS_Zi418Ef43_c1217_plate1b_m_07.tif,88,8
DS_Zi418Ef43_c1217_plate1b_m_07.tif,104,9
DS_Zi418Ef43_c1217_plate1b_m_07.tif,84,10
DS_Zi418Ef43_c1217_plate1b_m_07.tif,79,11
DS_Zi418Ef43_c1217_plate1b_m_07.tif,76,12
DS_Zi418Ef43_c1217_plate1b_m_07.tif,87,13
DS_Zi418Ef43_c1217_plate1b_m_07.tif,84,14
DS_Zi418Ef43_c1217_plate1b_m_07.tif,67,15
DS_Zi418Ef43_c1217_plate1b_m_07.tif,81,16
DS_Zi418Ef43_c1217_plate1b_m_08.tif,65,1
DS_Zi418Ef43_c1217_plate1b_m_08.tif,66,2
DS_Zi418Ef43_c1217_plate1b_m_08.tif,77,3
DS_Zi418Ef43_c1217_plate1b_m_08.tif,62,4
DS_Zi418Ef43_c1217_plate1b_m_08.tif,75,5
DS_Zi418Ef43_c1217_plate1b_m_08.tif,69,6
DS_Zi418Ef43_c1217_plate1b_m_08.tif,69,7
DS_Zi418Ef43_c1217_plate1b_m_08.tif,71,8
DS_Zi418Ef43_c1217_plate1b_m_08.tif,83,9
DS_Zi418Ef43_c1217_plate1b_m_08.tif,74,10
DS_Zi418Ef43_c1217_plate1b_m_08.tif,63,11
DS_Zi418Ef43_c1217_plate1b_m_08.tif,65,12
DS_Zi418Ef43_c1217_plate1b_m_08.tif,81,13
DS_Zi418Ef43_c1217_plate1b_m_08.tif,73,14
DS_Zi418Ef43_c1217_plate1b_m_08.tif,65,15
DS_Zi418Ef43_c1217_plate1b_m_08.tif,80,16
DS_Zi418Ef43_c1217_plate1b_m_10.tif,76,1
DS_Zi418Ef43_c1217_plate1b_m_10.tif,85,2
DS_Zi418Ef43_c1217_plate1b_m_10.tif,87,3
DS_Zi418Ef43_c1217_plate1b_m_10.tif,72,4
DS_Zi418Ef43_c1217_plate1b_m_10.tif,79,5
DS_Zi418Ef43_c1217_plate1b_m_10.tif,76,6
DS_Zi418Ef43_c1217_plate1b_m_10.tif,75,7
DS_Zi418Ef43_c1217_plate1b_m_10.tif,83,8
DS_Zi418Ef43_c1217_plate1b_m_10.tif,107,9
DS_Zi418Ef43_c1217_plate1b_m_10.tif,89,10
DS_Zi418Ef43_c1217_plate1b_m_10.tif,84,11
DS_Zi418Ef43_c1217_plate1b_m_10.tif,74,12
DS_Zi418Ef43_c1217_plate1b_m_10.tif,83,13
DS_Zi418Ef43_c1217_plate1b_m_10.tif,68,14
DS_Zi418Ef43_c1217_plate1b_m_10.tif,58,15
DS_Zi418Ef43_c1217_plate1b_m_10.tif,89,16
DS_Zi418Ef43_c1217_plate1b_m_12.tif,70,1
DS_Zi418Ef43_c1217_plate1b_m_12.tif,70,2
DS_Zi418Ef43_c1217_plate1b_m_12.tif,89,3
DS_Zi418Ef43_c1217_plate1b_m_12.tif,76,4
DS_Zi418Ef43_c1217_plate1b_m_12.tif,79,5
DS_Zi418Ef43_c1217_plate1b_m_12.tif,81,6
DS_Zi418Ef43_c1217_plate1b_m_12.tif,80,7
DS_Zi418Ef43_c1217_plate1b_m_12.tif,82,8
DS_Zi418Ef43_c1217_plate1b_m_12.tif,110,9
DS_Zi418Ef43_c1217_plate1b_m_12.tif,94,10
DS_Zi418Ef43_c1217_plate1b_m_12.tif,85,11
DS_Zi418Ef43_c1217_plate1b_m_12.tif,63,12
DS_Zi418Ef43_c1217_plate1b_m_12.tif,93,13
DS_Zi418Ef43_c1217_plate1b_m_12.tif,62,14
DS_Zi418Ef43_c1217_plate1b_m_12.tif,72,15
DS_Zi418Ef43_c1217_plate1b_m_12.tif,86,16
DS_Zi418Ef43_c1217_plate1c_f_01.tif,66,1
DS_Zi418Ef43_c1217_plate1c_f_01.tif,69,2
DS_Zi418Ef43_c1217_plate1c_f_01.tif,79,3
DS_Zi418Ef43_c1217_plate1c_f_01.tif,61,4
DS_Zi418Ef43_c1217_plate1c_f_01.tif,67,5
DS_Zi418Ef43_c1217_plate1c_f_01.tif,65,6
DS_Zi418Ef43_c1217_plate1c_f_01.tif,64,7
DS_Zi418Ef43_c1217_plate1c_f_01.tif,78,8
DS_Zi418Ef43_c1217_plate1c_f_01.tif,95,9
DS_Zi418Ef43_c1217_plate1c_f_01.tif,76,10
DS_Zi418Ef43_c1217_plate1c_f_01.tif,83,11
DS_Zi418Ef43_c1217_plate1c_f_01.tif,76,12
DS_Zi418Ef43_c1217_plate1c_f_01.tif,78,13
DS_Zi418Ef43_c1217_plate1c_f_01.tif,72,14
DS_Zi418Ef43_c1217_plate1c_f_01.tif,65,15
DS_Zi418Ef43_c1217_plate1c_f_01.tif,79,16
DS_Zi418Ef43_c1217_plate1c_f_02.tif,74,1
DS_Zi418Ef43_c1217_plate1c_f_02.tif,64,2
DS_Zi418Ef43_c1217_plate1c_f_02.tif,80,3
DS_Zi418Ef43_c1217_plate1c_f_02.tif,69,4
DS_Zi418Ef43_c1217_plate1c_f_02.tif,72,5
DS_Zi418Ef43_c1217_plate1c_f_02.tif,77,6
DS_Zi418Ef43_c1217_plate1c_f_02.tif,65,7
DS_Zi418Ef43_c1217_plate1c_f_02.tif,64,8
DS_Zi418Ef43_c1217_plate1c_f_02.tif,107,9
DS_Zi418Ef43_c1217_plate1c_f_02.tif,92,10
DS_Zi418Ef43_c1217_plate1c_f_02.tif,88,11
DS_Zi418Ef43_c1217_plate1c_f_02.tif,76,12
DS_Zi418Ef43_c1217_plate1c_f_02.tif,79,13
DS_Zi418Ef43_c1217_plate1c_f_02.tif,73,14
DS_Zi418Ef43_c1217_plate1c_f_02.tif,74,15
DS_Zi418Ef43_c1217_plate1c_f_02.tif,81,16
DS_Zi418Ef43_c1217_plate1c_f_03.tif,60,1
DS_Zi418Ef43_c1217_plate1c_f_03.tif,62,2
DS_Zi418Ef43_c1217_plate1c_f_03.tif,77,3
DS_Zi418Ef43_c1217_plate1c_f_03.tif,63,4
DS_Zi418Ef43_c1217_plate1c_f_03.tif,72,5
DS_Zi418Ef43_c1217_plate1c_f_03.tif,69,6
DS_Zi418Ef43_c1217_plate1c_f_03.tif,61,7
DS_Zi418Ef43_c1217_plate1c_f_03.tif,75,8
DS_Zi418Ef43_c1217_plate1c_f_03.tif,103,9
DS_Zi418Ef43_c1217_plate1c_f_03.tif,80,10
DS_Zi418Ef43_c1217_plate1c_f_03.tif,77,11
DS_Zi418Ef43_c1217_plate1c_f_03.tif,67,12
DS_Zi418Ef43_c1217_plate1c_f_03.tif,72,13
DS_Zi418Ef43_c1217_plate1c_f_03.tif,63,14
DS_Zi418Ef43_c1217_plate1c_f_03.tif,61,15
DS_Zi418Ef43_c1217_plate1c_f_03.tif,75,16
DS_Zi418Ef43_c1217_plate1c_f_05.tif,NA,1
DS_Zi418Ef43_c1217_plate1c_f_05.tif,67,2
DS_Zi418Ef43_c1217_plate1c_f_05.tif,64,3
DS_Zi418Ef43_c1217_plate1c_f_05.tif,79,4
DS_Zi418Ef43_c1217_plate1c_f_05.tif,68,5
DS_Zi418Ef43_c1217_plate1c_f_05.tif,89,6
DS_Zi418Ef43_c1217_plate1c_f_05.tif,69,7
DS_Zi418Ef43_c1217_plate1c_f_05.tif,78,8
DS_Zi418Ef43_c1217_plate1c_f_05.tif,106,9
DS_Zi418Ef43_c1217_plate1c_f_05.tif,89,10
DS_Zi418Ef43_c1217_plate1c_f_05.tif,81,11
DS_Zi418Ef43_c1217_plate1c_f_05.tif,71,12
DS_Zi418Ef43_c1217_plate1c_f_05.tif,77,13
DS_Zi418Ef43_c1217_plate1c_f_05.tif,70,14
DS_Zi418Ef43_c1217_plate1c_f_05.tif,69,15
DS_Zi418Ef43_c1217_plate1c_f_05.tif,74,16
DS_Zi418Ef43_c1217_plate1c_f_06.tif,61,1
DS_Zi418Ef43_c1217_plate1c_f_06.tif,62,2
DS_Zi418Ef43_c1217_plate1c_f_06.tif,79,3
DS_Zi418Ef43_c1217_plate1c_f_06.tif,61,4
DS_Zi418Ef43_c1217_plate1c_f_06.tif,67,5
DS_Zi418Ef43_c1217_plate1c_f_06.tif,69,6
DS_Zi418Ef43_c1217_plate1c_f_06.tif,64,7
DS_Zi418Ef43_c1217_plate1c_f_06.tif,72,8
DS_Zi418Ef43_c1217_plate1c_f_06.tif,96,9
DS_Zi418Ef43_c1217_plate1c_f_06.tif,80,10
DS_Zi418Ef43_c1217_plate1c_f_06.tif,82,11
DS_Zi418Ef43_c1217_plate1c_f_06.tif,71,12
DS_Zi418Ef43_c1217_plate1c_f_06.tif,80,13
DS_Zi418Ef43_c1217_plate1c_f_06.tif,70,14
DS_Zi418Ef43_c1217_plate1c_f_06.tif,62,15
DS_Zi418Ef43_c1217_plate1c_f_06.tif,58,16
DS_Zi418Ef43_c1217_plate1c_f_07.tif,63,1
DS_Zi418Ef43_c1217_plate1c_f_07.tif,59,2
DS_Zi418Ef43_c1217_plate1c_f_07.tif,78,3
DS_Zi418Ef43_c1217_plate1c_f_07.tif,74,4
DS_Zi418Ef43_c1217_plate1c_f_07.tif,74,5
DS_Zi418Ef43_c1217_plate1c_f_07.tif,81,6
DS_Zi418Ef43_c1217_plate1c_f_07.tif,64,7
DS_Zi418Ef43_c1217_plate1c_f_07.tif,80,8
DS_Zi418Ef43_c1217_plate1c_f_07.tif,96,9
DS_Zi418Ef43_c1217_plate1c_f_07.tif,75,10
DS_Zi418Ef43_c1217_plate1c_f_07.tif,65,11
DS_Zi418Ef43_c1217_plate1c_f_07.tif,73,12
DS_Zi418Ef43_c1217_plate1c_f_07.tif,70,13
DS_Zi418Ef43_c1217_plate1c_f_07.tif,59,14
DS_Zi418Ef43_c1217_plate1c_f_07.tif,71,15
DS_Zi418Ef43_c1217_plate1c_f_07.tif,73,16
DS_Zi418Ef43_c1217_plate1c_f_08.tif,69,1
DS_Zi418Ef43_c1217_plate1c_f_08.tif,67,2
DS_Zi418Ef43_c1217_plate1c_f_08.tif,82,3
