1.X,1.Y,2.X,2.Y,3.X,3.Y,4.X,4.Y,5.X,5.Y,6.X,6.Y,7.X,7.Y,8.X,8.Y,9.X,9.Y,10.X,10.Y,11.X,11.Y,12.X,12.Y,13.X,13.Y,14.X,14.Y,15.X,15.Y,line,sex,CS,population,logCS,logCS_c
-0.248667028758582,0.0662228057091597,-0.241620913846746,0.0218520304373384,-0.26319391212948,-0.012390116958441,-0.21200469020204,-0.0543963182343318,-0.202953804895983,-0.0323520331374781,-0.167758924193407,0.0274916288882101,-0.131855333515051,0.0959498776244728,-0.0641267173463618,0.0219052120450158,-0.0686015791480549,-0.0045205070834091,0.0972140198144921,-0.0331581908102023,0.0868110209352915,-0.102819439139223,0.317554393452001,0.164582212968508,0.470090420267522,0.0499472810732977,0.451836667290827,-0.0223839686321564,0.177276382275571,-0.185930474750762,Zi192Ef81,f,2.80221633036661,cross,1.48656833574726,0.133971981617178
-0.246026393317831,0.0707967767406367,-0.240614012224412,0.0244902360446207,-0.268437880670815,-0.0116249373197112,-0.209805263116719,-0.0571287737869934,-0.202441822322556,-0.0346259524965484,-0.169305669629392,0.0273999310859337,-0.130830786050505,0.0959965627886501,-0.0580447172042629,0.0218350887837195,-0.0612288459575368,-0.00589735692658748,0.0996055813974055,-0.0363490474932557,0.0829747630738474,-0.10393056049296,0.308041704782117,0.167601873912162,0.475132495545756,0.0585668618745573,0.452764313094198,-0.0269212310995361,0.168216532600706,-0.190209471614688,Zi192Ef81,m,2.43423665360896,cross,1.28346943197577,-0.0691269221543052
-0.253934606599162,0.0663594587023579,-0.242293379080805,0.0226893954738602,-0.271150591830157,-0.0114773035566004,-0.215356754972045,-0.0538627241622141,-0.207186506335587,-0.034088147324505,-0.171116007068782,0.0283041461586731,-0.136096746230304,0.0905244759625751,-0.0530049097577633,0.0218274114463891,-0.0560494213324533,-0.00410464620349828,0.10391688968915,-0.0269071259262522,0.0930930153867364,-0.0992427505553022,0.309846533035125,0.157650489194304,0.46978268927133,0.0500607483686407,0.450802093615197,-0.0290730674287337,0.178747702209521,-0.178660360149694,Zi192Ef81,f,2.71811077899093,cross,1.44260425560641,0.0900079014763269
-0.250023883154465,0.0702494261799933,-0.242750949662518,0.0247156409669268,-0.26796853411992,-0.0128589067596783,-0.210005433738609,-0.0565965730939992,-0.200182805418322,-0.0340390573074449,-0.165755200504155,0.0303272276335508,-0.12857646543618,0.0964003834458879,-0.0586616300078259,0.0209259209980853,-0.0604231538993416,-0.00633751249827152,0.0974084014904141,-0.0356619832150194,0.0836364614345369,-0.104941189922769,0.299433911876061,0.171593251616386,0.475953154771033,0.0542731086886814,0.456397486294293,-0.0302901704767997,0.171518640074999,-0.187759566255529,Zi192Ef81,m,2.35361270026882,cross,1.2348769366159,-0.117719417514176
-0.257206933506637,0.063233014255251,-0.243301206302219,0.0240444907993068,-0.268153516242637,-0.0124644075437692,-0.214864842351578,-0.0548269264449251,-0.203408795626545,-0.0343703529174956,-0.16825514765506,0.0266248888142051,-0.126816727947005,0.0934784433376936,-0.0567261309555326,0.0205763708495581,-0.0580030712386986,-0.00380110040115513,0.0941173965510915,-0.029811896394406,0.0861124859358325,-0.0975616289487816,0.321825748353757,0.162820766379683,0.467659441236326,0.051930690602202,0.449101445631747,-0.0269636450658045,0.177919854117158,-0.182908707321563,Zi192Ef81,f,2.76780452779214,cross,1.46874205831321,0.116145704183128
-0.246875492284174,0.0683940332491921,-0.244269288639809,0.0241980125784734,-0.271133383773379,-0.0142433709944088,-0.212026272436248,-0.0567665254906956,-0.20178460623801,-0.0335216639652925,-0.168238213258056,0.0267976604698517,-0.133246007255929,0.0932049664956039,-0.0585843932512174,0.0204843949703168,-0.062100725011031,-0.00519848457148558,0.0992771150493712,-0.0321278261619952,0.0873959417605887,-0.102780215330264,0.318645533034363,0.164311289105162,0.472585364081241,0.0490044324570345,0.449628252581874,-0.0222602429102797,0.170726175640414,-0.179496459901213,Zi192Ef81,f,2.73905923106213,cross,1.45368046408479,0.101084109954709
-0.246292901657709,0.0701231091871097,-0.241625507212505,0.0246828931054306,-0.266185720191881,-0.013289038180772,-0.207716654878694,-0.0554990601760192,-0.200709842596656,-0.0339772791500704,-0.167716634056409,0.0267693013654436,-0.13269536245618,0.094577794506546,-0.0662743454026967,0.0205231916504534,-0.069200754471816,-0.00533371011943784,0.0959505328308494,-0.0317595832942392,0.0841663428002949,-0.101145451839341,0.310620314952262,0.165549857219509,0.473925312899247,0.0508946697619965,0.453859856880238,-0.0272331234273541,0.179895362561655,-0.184883570609254,Zi192Ef81,m,2.28844074743773,cross,1.19436493800175,-0.158231416128326
-0.250296645229512,0.0665280887619345,-0.246651344790996,0.0249261160401261,-0.26578028270605,-0.0133055938734049,-0.20919926835951,-0.0556032280826894,-0.201685735907147,-0.0329409406369066,-0.169065308678508,0.0245732733905024,-0.131227449213359,0.0914569559008167,-0.0607058442195146,0.0198292952136828,-0.0624607027235602,-0.00551162407779061,0.0902601627795758,-0.0306250964965254,0.0868648896064343,-0.0939625797856879,0.311465159268564,0.163049370314265,0.479389857530411,0.0452472367663188,0.452700036565315,-0.0249500050823188,0.176392476077856,-0.178711268352323,Zi192Ef81,m,2.31476534439527,cross,1.21086595001425,-0.141730404115834
-0.245581348428001,0.0702591415030441,-0.24398107224342,0.0244355331914023,-0.268918593147467,-0.0125923630150036,-0.207453138194152,-0.0584420460236601,-0.199760856274272,-0.0360329972744436,-0.166671885996359,0.0276491271522738,-0.127630812501104,0.0937221785562821,-0.0656200371679027,0.0195884614289298,-0.0679440610348051,-0.00532457889455315,0.0921937932836807,-0.0336073948776441,0.08593935087877,-0.0991433435897463,0.314705927545531,0.169077829988333,0.473564542070127,0.0528140402415086,0.453691924971239,-0.0293501621461398,0.173466266238137,-0.183053426240582,Zi192Ef81,m,2.32238783140973,cross,1.2156089178235,-0.136987436306581
-0.253206026480404,0.0655698990469907,-0.23922820497045,0.0215636514694449,-0.271430750553788,-0.0107277367683322,-0.211529511019332,-0.0550664084726419,-0.201551713255572,-0.0354454604227629,-0.167881772289729,0.0274825385347934,-0.140106280233728,0.0995619048512307,-0.0585736161860624,0.0227488410584037,-0.0605670303903065,-0.00633681373688844,0.0997164137290028,-0.032412802986606,0.0920762988794227,-0.102834959347999,0.323366690470547,0.164224978540092,0.465095581952973,0.0510325087398908,0.445468656297316,-0.0271090661846063,0.178351264050111,-0.182251074321009,Zi192Ef81,f,2.71841481502977,cross,1.44276562016852,0.0901692660384388
-0.248623879328937,0.0676283684014887,-0.24595559383975,0.024356144211315,-0.270593269863722,-0.0145666063275402,-0.21088411732713,-0.056271242612634,-0.202496275455515,-0.0348786456802605,-0.172292842428188,0.0255209734795078,-0.135875328323538,0.0924013545641834,-0.0554340791757929,0.0252710617863095,-0.0594553505564187,-0.00385184328038613,0.0995433732036782,-0.0315978917639372,0.0915991449529685,-0.0963418141690569,0.31012295131385,0.162289406733966,0.472564807775993,0.0473652006189323,0.452574945072139,-0.028856702213778,0.175205513980361,-0.178467763748109,Zi192Ef81,m,2.48794035419126,cross,1.31495189875471,-0.037644455375373
-0.248038396518766,0.0668569669774016,-0.243525446575966,0.0235173055421895,-0.265594080162649,-0.0165305537817729,-0.209275240860706,-0.0560782445428502,-0.200044862913316,-0.0359913086265986,-0.170351251150175,0.0258191985694146,-0.134548151210163,0.094445174286161,-0.0547603337750804,0.0251781534854412,-0.0584899614440018,-0.00233190478791764,0.0914036781211027,-0.0289353814176881,0.0811829284885081,-0.0969416515989787,0.307742957486828,0.171700861535298,0.47827772470676,0.0499102830708983,0.45239975197196,-0.0329394591855576,0.173620683835663,-0.18767943952544,Zi192Ef81,m,2.33142388612053,cross,1.22121133085349,-0.131385023276594
