plate,row,fly,sex,pcvl,full,partial,acvl,log vein loss,extra vein,
plate29,f,6,m,0,0,0,0,0,0,
plate29,f,7,m,1,1,0,0,1,0,
plate29,f,8,m,0,0,0,0,0,0,
plate29,f,9,m,1,1,0,0,0,0,
plate29,f,10,m,0,0,0,0,0,0,
plate29,f,11,m,0,0,0,0,0,0,
plate29,f,12,m,0,0,0,0,0,0,
plate29,g,1,f,0,0,0,0,0,0,
plate29,g,2,f,0,0,0,0,0,0,
plate29,g,3,f,0,0,0,0,0,0,
plate29,g,4,f,0,0,0,0,0,0,
plate29,g,5,f,0,0,0,0,0,0,
plate29,g,6,f,0,0,0,0,0,0,
plate29,g,7,f,0,0,0,0,0,0,
plate29,g,8,f,1,0,1,0,0,0,
plate29,g,9,f,0,0,0,0,0,0,
plate29,g,10,f,1,1,0,1,0,0,
plate29,g,11,f,0,0,0,0,0,0,
plate29,g,12,f,1,1,0,1,0,0,
plate29,h,1,m,0,0,0,0,0,0,
plate29,h,2,m,0,0,0,0,0,0,
plate29,h,3,m,0,0,0,0,0,0,
plate29,h,4,m,0,0,0,0,0,0,
plate29,h,5,m,0,0,0,0,0,1,
plate29,h,6,m,0,0,0,0,0,0,
plate29,h,7,m,0,0,0,0,0,0,
plate29,h,8,m,1,1,0,1,0,0,
plate29,h,9,m,0,0,0,0,0,0,
plate29,h,10,m,1,1,0,1,0,0,
plate29,h,11,m,0,0,0,0,0,0,
plate29,h,12,m,0,0,0,0,0,0,
plate30,a,1,f,1,1,0,1,0,0,
plate30,a,2,f,0,0,0,0,0,0,
plate30,a,3,f,0,0,0,0,0,0,
plate30,a,4,f,0,0,0,0,0,0,
plate30,a,5,f,0,0,0,0,0,0,
plate30,a,6,f,1,1,0,1,1,0,
plate30,a,7,f,0,0,0,0,0,0,
plate30,a,8,f,1,0,1,0,0,1,
plate30,a,9,f,0,0,0,0,0,0,
plate30,a,10,f,0,0,0,0,0,0,
plate30,a,11,f,0,0,0,0,0,0,
plate30,a,12,f,0,0,0,0,0,0,
plate30,b,1,m,0,0,0,0,0,0,
plate30,b,2,m,0,0,0,0,0,0,
plate30,b,3,m,0,0,0,0,0,0,
plate30,b,4,m,0,0,0,0,0,0,
plate30,b,5,m,0,0,0,0,0,0,
plate30,b,6,m,0,0,0,0,0,0,
plate30,b,7,m,0,0,0,0,0,0,
plate30,b,8,m,0,0,0,0,0,0,
plate30,b,9,m,0,0,0,0,0,0,
plate30,b,10,m,0,0,0,0,0,0,
plate30,b,11,m,0,0,0,0,0,0,
plate30,b,12,m,0,0,0,0,0,0,
plate30,c,1,f,0,0,0,0,0,0,
plate30,c,2,f,1,1,0,1,1,0,
plate30,c,3,f,0,0,0,0,0,0,
plate30,c,4,f,0,0,0,0,0,0,
plate30,c,5,f,0,0,0,0,0,0,
plate30,c,6,f,0,0,0,0,0,0,
plate30,c,7,f,0,0,0,0,0,0,
plate30,c,8,f,1,1,0,0,0,0,
plate30,c,9,f,0,0,0,0,0,0,
plate30,c,10,f,1,1,0,1,1,0,
plate30,c,11,f,1,1,0,1,1,0,
plate30,c,12,f,0,0,0,0,0,0,
plate30,d,1,m,0,0,0,0,0,0,
plate30,d,2,m,0,0,0,0,0,0,
plate30,d,3,m,0,0,0,0,0,0,
plate30,d,4,m,1,0,1,0,0,0,
plate30,d,5,m,0,0,0,0,0,0,
plate30,d,6,m,1,1,0,1,1,0,
plate30,d,7,m,0,0,0,0,0,0,
plate30,d,8,m,0,0,0,0,0,0,
plate30,d,9,m,0,0,0,0,0,0,
plate30,d,10,m,0,0,0,0,0,0,
plate30,d,11,m,0,0,0,0,0,0,
plate30,d,12,m,0,0,0,0,0,0,
plate30,e,1,f,0,0,0,0,0,0,
plate30,e,2,f,0,0,0,0,0,0,
plate30,e,3,f,0,0,0,0,0,0,
plate30,e,4,f,0,0,0,0,0,0,
plate30,e,5,f,1,0,1,1,0,0,
plate30,e,6,f,1,0,1,1,0,0,
plate30,e,7,f,0,0,0,0,0,0,
plate30,e,8,f,0,0,0,0,0,0,
plate30,e,9,f,0,0,0,0,0,0,
plate30,e,10,f,0,0,0,0,0,0,
plate30,e,11,f,0,0,0,0,0,0,
plate30,e,12,f,0,0,0,0,0,0,
plate30,f,1,m,1,1,0,0,0,0,
plate30,f,2,m,0,0,0,0,0,0,
plate30,f,3,m,0,0,0,0,0,0,
plate30,f,4,m,0,0,0,0,0,0,
plate30,f,5,m,0,0,0,0,0,0,
plate30,f,6,m,0,0,0,0,0,0,
plate30,f,7,m,0,0,0,0,0,0,
plate30,f,8,m,1,1,0,1,0,0,
plate30,f,9,m,0,0,0,0,0,0,
plate30,f,10,m,0,0,0,0,0,0,
plate30,f,11,m,1,1,0,1,0,0,
plate30,f,12,m,0,0,0,0,0,1,
plate30,g,1,f,0,0,0,0,0,0,
plate30,g,2,f,0,0,0,0,0,0,
plate30,g,3,f,0,0,0,0,0,0,
plate30,g,4,f,1,1,0,1,0,0,
plate30,g,5,f,0,0,0,0,0,0,
plate30,g,6,f,0,0,0,0,0,0,
plate30,g,7,f,1,0,1,0,0,0,
plate30,g,8,f,0,0,0,0,0,0,
plate30,g,9,f,0,0,0,0,0,0,
plate30,g,10,f,1,1,0,1,1,0,
plate30,g,11,f,0,0,0,0,0,0,
plate30,g,12,f,1,0,1,1,1,0,
plate30,h,1,m,0,0,0,0,0,0,
plate30,h,2,m,0,0,0,0,0,0,
plate30,h,3,m,0,0,0,0,0,0,
plate30,h,4,m,1,0,1,0,1,0,
plate30,h,5,m,0,0,0,0,0,0,
plate30,h,6,m,1,1,0,1,1,0,
plate30,h,7,m,0,0,0,0,0,0,
plate30,h,8,m,0,0,0,0,0,0,
plate30,h,9,m,0,0,0,0,0,0,
plate30,h,10,m,0,0,0,0,0,0,
plate30,h,11,m,0,0,0,0,0,0,
plate30,h,12,m,0,0,0,0,0,0,
