X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16
-0.284724350131899,-0.0802668279340545,0.618659217211576,-0.191335212072181,-0.338745922614331,0.0608529508797251,-0.381362511484584,0.00590366387454981,-0.00365265787097574,0.0538453171237031,-0.218768713376008,0.0950716095476528,-0.134529008918399,-0.0469647880372329,-0.0665213371126133,-0.380364214138499
-0.252787909812052,-0.0231431301913973,0.444307320697705,-0.0042665256345821,0.196391448182227,-0.23561939858151,0.0223681158169987,-0.0591625771093227,-0.188975766035933,-0.0240449428595735,0.0481540487946559,0.16228367728924,0.420827717776311,-0.260955323200638,0.175293636704897,0.546975788393024
-0.241886037319169,0.00168556780665764,-0.0494812644707698,-0.173237131809722,-0.0413300355609225,-0.00998726631381197,0.479905653995926,0.628278977614331,0.0268080282844835,-0.167194601070864,0.0578440436302244,0.0675630317709889,-0.0132051604175539,-0.440400278945752,-0.0487095048155243,-0.221572058691532
-0.24705086908023,-0.178266079325846,0.196550964815127,-0.0981184237615861,0.192268715704387,-0.218416696403633,0.362813246230087,-0.25559579389235,0.0982230421599569,0.27905383166068,0.571995935468076,0.0350536537095349,-0.13362141431432,0.282330844522061,-0.0908167361772628,-0.235694312378283
-0.193073622804236,-0.403664473747347,0.0258278223182856,0.217781919626524,0.0651616206312496,0.112103203164239,-0.226273874406253,0.38131638142989,0.149763858666,-0.237836435347485,0.12406652798895,-0.104230267565861,0.1695563800628,0.350468641724146,-0.489425995769814,0.204692545952157
-0.15889097548987,-0.35483928318647,-0.169314278625049,0.248625991775519,0.368675266611132,-0.00908677571560364,-0.295489042217689,-0.193023752651991,-0.291155181369293,-0.274728391476623,0.136675721549872,0.0217121907193668,-0.317660215583672,-0.413829015564753,0.0738736207899798,-0.201906136795093
-0.269755812593963,0.234364191948457,-0.292469536275323,-0.325013696484824,0.233609419192382,0.0420742584812111,-0.0425802543474615,-0.307129376772656,-0.0712988620283952,-0.0990607959520301,-0.196529058686039,0.253343706350365,0.388903793107066,-0.00300334806778642,-0.461265618813929,-0.216617943587446
-0.256512293248492,-0.473773043863457,-0.308016400336696,-0.336864469857614,0.129874179387569,-0.109212845565413,-0.0432941323777934,0.11825213553347,0.119626807562879,0.321423093755887,-0.399548629392685,0.127993874792191,-0.101628860751993,0.168589684577602,0.324909004364186,0.137019666856373
-0.343425361894487,0.229694645285362,0.0443069715499394,-0.208097886739525,0.150761406519083,0.739757882780203,0.0385485794200921,-0.0368823573778981,-0.0755049753078637,0.00287390788072887,0.126626944223735,-0.175477064263617,-0.25405527006956,0.0646487816109527,0.117404378244514,0.275991571385296
-0.304488461492565,0.0979910693774739,0.0227447756946004,0.362921537186235,-0.0609405121357447,0.00959175159739353,0.23158605650566,-0.160078679205167,0.294165542389495,-0.50722198291753,-0.194763682659611,0.271119225745079,-0.000493363890579732,0.294447385327864,0.358000581251562,-0.110824961522677
-0.233158048324589,0.178285270070249,-0.197358021912654,0.323880753205339,-0.260894647514402,-0.0182192986772965,-0.122130367460445,-0.0210758900678713,0.255708442078361,0.356984601897559,0.114367644249366,0.464722077856483,-0.265025524488131,-0.249422188605457,-0.242927033745686,0.270018322636188
-0.219350910121648,-0.301708154987842,-0.119407244868339,0.351131221288193,-0.374324424739742,0.260729224948882,0.272962115398371,-0.22700075158029,-0.223351794802468,0.280425557462574,-0.116572703064582,-0.281779020460649,0.368448329671211,-0.131490125006263,0.000913939580115326,-0.120880902146902
-0.210726573587958,-0.00492570315368375,-0.223553962240441,-0.307940178062316,-0.349171059806238,-0.206777453988044,-0.22263302658443,-0.204522207829645,0.401673811733236,-0.254318876499421,0.290767091159522,-0.403329976398602,0.103114977859046,-0.208659418168915,0.125447419648464,0.107449332910923
-0.230821156503715,0.131750141276752,-0.167928784796753,-0.0799306164369583,-0.364438279710593,-0.328375334645128,0.0476143413925542,0.0530864317602591,-0.651820087213944,-0.171372004975714,0.0207166460077785,-0.0237686181096496,-0.260911612660762,0.302219598275479,-0.0753932615347703,0.16945790925776
-0.254621413676012,0.264540015555703,0.108841351642629,0.222689253226619,0.295679730086834,-0.309240913914475,0.0923537535639826,-0.0139753737552571,0.154595430364914,0.13121636743386,-0.407387562759656,-0.547091591184269,-0.233686507209019,-0.0647519722058399,-0.213130844213571,0.0367467566763337
-0.242381827182754,0.347069862844769,-0.152684525866049,0.203380609971758,0.140029584772866,-0.0690276391640449,-0.380807392407026,0.348750683439189,-0.0984657519151606,0.266283031211669,0.235339933753382,-0.0686873709309629,0.302805183265914,0.155149046413302,0.350843653007533,-0.292479817229151
