X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16
-0.050456141602854,-0.045762397687523,0.153881269576766,0.409521737177268,-0.0139624644543873,-0.1004390880099,0.209766170745632,-0.175851149684426,0.0138125076425171,-0.248079392086392,-0.0295835055481585,-0.103497124721325,-0.312154607224796,-0.0627479200805542,-0.194193841202202,-0.0761638910777035
0.112935814645602,0.0116499578963625,-0.207089832934408,0.0272612511357616,0.0386319684613501,-0.0412709215155329,-0.0629083591860795,0.0363046712684921,0.117282131268138,-0.00764239939259607,0.104455136200098,0.115300335600699,-0.0923729589416185,-0.022319705624012,0.123484803505006,0.107307299328483
-0.111547890588176,-0.0441772553252473,-0.0811035290030201,-0.047902603440914,-0.281067061675169,0.0434485481953946,0.0514702701969604,0.069640194878605,0.0343014203255528,0.0517516140405595,-0.0826832856756281,0.0275360320252766,0.0251872948732328,0.0943802065588071,-0.0172211411064551,-0.00706948736339072
0.279044701896613,-0.0575476568752291,0.250453939459737,-0.063926734773374,0.282308655123384,-0.0211180649486949,0.0316980679865909,0.0508324988749829,0.0548387794356166,-0.015986104164263,-0.11039711241043,-0.0854171281566413,-0.0178562423160642,0.220017882008199,-0.0321459196023401,0.213450483785939
0.0152662623163615,-0.104872957798927,0.073581006212463,-0.0537174056859562,-0.0775373673133922,0.15273831335718,0.0477690611996235,0.19589845116741,0.0344724039267712,0.0248728492594748,0.0138791284231439,-0.0177754441254132,0.128440254722367,-0.109549926162595,-0.0144388506345778,0.0446727496584383
0.0153418088986546,-0.11588581636365,0.105289886444065,-0.0560778434618574,0.209383669280628,-0.0576727274476809,0.0838794682248218,-0.0704155400158527,0.174395400311014,0.130868185623667,-0.147783433557866,0.0161103568437212,0.0384621856684554,-0.213393809444634,-0.211561050281252,0.0192343954564031
-0.290204643175697,0.0139576176489001,0.119420928185804,-0.322652181389366,0.100160700305739,-0.255776098111755,0.0882058840900405,-0.0815110380380474,-0.0983871922980064,0.0685221878444825,0.172114267613594,-0.0177479499400264,-0.221611427973085,-0.0382640286827261,0.048536704296225,-0.0737719379005176
-0.247651315796669,-0.0330286772713329,0.0312467775884052,0.020838034530683,-0.154452652916125,0.0307190985606152,0.22017928739685,0.0606053398727286,0.0607092984195203,0.0307634230489693,0.0555555170477241,-0.126055668987665,0.0694837671089948,-0.0274470973788373,0.0238085451929227,0.0628807439428772
0.11523128793761,-0.0142369119535065,-0.08742204863801,-0.100738694475673,0.0893995654089855,-0.0713657662338848,0.0285721374177794,0.231534268486291,-0.309456875482793,-0.277838590618492,-0.292273660877383,0.0648845494011432,-0.207347396671271,-0.111640451899182,-0.00948523091529304,-0.141308937174283
-0.0198355166264007,-0.107834318057233,0.126272724259316,-0.117398914924929,0.0167417842000284,0.135458375200084,-0.129185295799601,-0.167880442407279,0.0814113085092533,-0.0118332765805934,-0.0207619693610221,-0.113180765399084,0.0114898885678491,0.053678083471226,-0.0178266240044392,-0.13499928239644
